"","V1","V2","V3","V4"
"Valence.Evaluation",0.244534849405034,-0.573522698663232,-0.522402672137225,0.202191928294838
"Equality",0.159450573221414,0.239842464530612,-0.0944037364705437,-0.421110322971311
"Activity.Intensity",0.545921858677077,-0.500869257616289,0.313980187975178,-0.23278661074583
"Socioemotional",0.82828650354325,-0.0535273108804315,-0.104279585329823,-0.463903224301896
"Formality.and.Regulation",-0.753842955972258,-0.212133208206949,0.107396249524885,0.402986435266075
"Intimacy",0.902241807920576,-0.138002721322138,-0.0895095604096754,-0.151580653679267
"Visibility",-0.55143995953512,-0.0631124738088698,-0.0558635483853987,-0.211861902074418
"Communal.Sharing",0.670611266899318,-0.225107804079511,-0.255936683925991,-0.396135763537182
"Expected.Reciprocity",-0.0319677598824295,-0.0729159010652665,0.183295681105898,0.220252996008003
"Strategic",-0.744836024206371,0.0690813587617747,0.143827112259654,0.509401837023855
"Concreteness",-0.493908961292488,0.112252528859022,-0.093213616332086,0.702016518969319
"Uniqueness",0.410993613256915,-0.286448507784727,0.416353371396749,-0.0491497282292825
"Love.Expression",0.763419165049337,-0.346453073970386,-0.138007117293084,-0.388125710159789
"Information.Exchange",0.13578984428,-0.767624275264441,0.0255772328901115,0.312588805555982
"Money.Exchange",-0.246410741514371,0.126534037610746,-0.148678926001074,0.851202150325211
"Goods.Exchange",-0.0882503670655944,0.0468817736875004,-0.415297505515849,0.681468172713046
"Service.Exchange",-0.384670716794364,-0.234210626257076,-0.38799012502635,0.662901077362705
"Attachment",0.647807152600462,-0.631665210734525,-0.101400751008469,-0.0627419212556412
"Mating",0.833268049254818,0.0820981688280519,0.147937931686093,-0.039134249364234
"Conflict",0.00868344281151675,0.407459171768262,0.759290007807338,-0.247277008039614
"Negotiation",-0.104983493995128,-0.107283978134918,0.27536896096323,0.751802370191577
"Coercion",-0.17983853007208,0.2645826810923,0.754925355434041,0.260466154192945
"Importance.for.society",-0.225716080403803,-0.746416033427488,-0.0393692351460422,-0.19603324386689
"Importance.for.individuals",-0.140750944180796,-0.822968748002298,-0.0163761507450429,-0.0188617666226195
"Affiliation.Coalition",-0.317701830540105,-0.503200623390384,-0.195647911479081,-0.0840379911916178
"Occupational",-0.612015764670768,-0.333031476457682,-0.0516999580351867,0.624651904081593
"Activeness",-0.0272859249901529,-0.699338383490029,0.116314747180251,0.536794576735613
"Endurance",0.34716842628773,-0.765103664929446,0.392146998261906,0.13063950289154
"Synchronicity",-0.0498094980952412,-0.674264934832452,0.035125055476611,0.631702366756746
"Spatial.Distance",0.0548636867796342,-0.564762080856634,-0.0644655406617219,0.563933017367845
"Morality",0.158865470765772,-0.808923769648226,-0.348286569273238,0.127825425480084
"Trust",0.208878170153543,-0.745111623504923,-0.316034113443324,0.285142688731415
"Generation.Gap",0.188146933213293,-0.681589990648111,-0.145475475084294,-0.034546587304312
