"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",10.5898927767491,-69.9079159218695,NA,NA,NA,0.0719210869783043,6.04457735823656
"Equality",80.3019481431133,-10.2221728994803,NA,NA,NA,0.153575045039725,14.1522924659763
"Activity.Intensity",48.2108777674153,-8.08120642012243,NA,NA,NA,0.0557470507393276,4.60498424820611
"Socioemotional",84.7627733015264,-77.6611664115612,NA,NA,NA,0.254955428108328,26.6917230763223
"Formality.and.Regulation",-73.3367955621276,54.1451828379942,NA,NA,NA,0.16841127152216,15.7963651128041
"Intimacy",47.6500244569588,-57.3185699548622,NA,NA,NA,0.100124783731703,8.67868454412943
"Visibility",0.191711401598376,-4.42940814916047,NA,NA,NA,0.000278979939277698,0.021766507682652
"Communal.Sharing",81.9001973041202,-51.0000715691757,NA,NA,NA,0.195078196222287,18.9038229973709
"Expected.Reciprocity",16.8657046562261,-6.13747186670261,NA,NA,NA,0.00724312472945641,0.569085687514012
"Strategic",-69.2034027564381,78.4040456172175,NA,NA,NA,0.200095181572891,19.5116016345234
"Concreteness",-69.1834793228634,85.084401227172,NA,NA,NA,0.21551177938255,21.4278791574566
"Uniqueness",11.7430959523457,-22.7020278828975,NA,NA,NA,0.0105582124886772,0.83232847501642
"Love.Expression",70.9648717417466,-64.0790633804416,NA,NA,NA,0.176986082533236,16.773609953139
"Information.Exchange",45.1431251407986,-53.7259741564513,NA,NA,NA,0.0889830319242198,7.61860287273135
"Money.Exchange",-44.344498325811,-22.3657768302644,NA,NA,NA,0.0534717200435393,4.4064126257146
"Goods.Exchange",46.4457581681146,-43.0639605569181,NA,NA,NA,0.0771685458506908,6.52247661183428
"Service.Exchange",-87.7381489827964,38.9945537037757,NA,NA,NA,0.203121274815025,19.881895368576
"Attachment",85.1102209085114,-61.0254546034043,NA,NA,NA,0.223643154597469,22.4692628936092
"Mating",26.5083303264658,-30.5092936350309,NA,NA,NA,0.0297684216301206,2.39317801946889
"Conflict",-8.58476752404168,92.3304091184461,NA,NA,NA,0.122580714736796,10.8970658726767
"Negotiation",-20.0280704711511,3.22253576774919,NA,NA,NA,0.00960821969182011,0.75671178907479
"Coercion",-36.2372566531345,78.1072220189161,NA,NA,NA,0.117451400749015,10.3804020154791
"Importance.for.society",-18.3049239759767,12.4923499613962,NA,NA,NA,0.0101152294122525,0.797050240188289
"Importance.for.individuals",30.2084590160415,-68.6122881741325,NA,NA,NA,0.0882556307474225,7.55029526965131
"Affiliation.Coalition",12.1733958371604,-61.8407619026565,NA,NA,NA,0.0577053188633034,4.7766531653432
"Occupational",-90.2093453109252,79.7660517231539,NA,NA,NA,0.2821303028566,30.6548162018586
"Activeness",0.393811561631869,-14.0785910160232,NA,NA,NA,0.00281328306888604,0.220055156820014
"Endurance",81.2346799116419,-67.1457736239147,NA,NA,NA,0.219557373718587,21.9432852247549
"Synchronicity",-12.7811424123636,13.7339235840224,NA,NA,NA,0.00652673857436049,0.512430106140529
"Spatial.Distance",-6.5595265747718,3.71464449859949,NA,NA,NA,0.00121045408527423,0.0945298426856492
