"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",52.5279693972944,-127.786528242834,NA,NA,NA,0.307887053727725,34.698368698503
"Equality",128.189674176799,25.4355766129684,NA,NA,NA,0.332168009879845,38.7958425980259
"Activity.Intensity",150.061571317684,53.5296219208216,NA,NA,NA,0.485944277300243,73.734523234862
"Socioemotional",180.234662245953,53.2244213334146,NA,NA,NA,0.680793010016802,166.355551249381
"Formality.and.Regulation",-175.806039518201,-48.6718631613337,NA,NA,NA,0.642675054248107,140.28870591688
"Intimacy",90.2560374878254,82.0279973042564,NA,NA,NA,0.264261091432109,28.0158693412399
"Visibility",-66.7595650248113,-35.0420506374643,NA,NA,NA,0.106448639616033,9.29212830752418
"Communal.Sharing",156.27804495286,7.18400699579887,NA,NA,NA,0.479539536503189,71.8672915055686
"Expected.Reciprocity",100.453899268711,5.12582579305157,NA,NA,NA,0.198212336536606,19.2826142810329
"Strategic",-151.22510510552,-20.3288352062312,NA,NA,NA,0.45470298410641,65.0413109306673
"Concreteness",-63.1777649426738,-55.2142336548154,NA,NA,NA,0.125623553774608,11.2064285774385
"Uniqueness",82.6286494175354,73.9089041073507,NA,NA,NA,0.218734720093521,21.8380473394863
"Love.Expression",153.983436335442,68.6720136137815,NA,NA,NA,0.538078638820391,90.8599111346817
"Information.Exchange",8.63885571006892,-79.8520090158245,NA,NA,NA,0.100567870713116,8.72138503862695
"Money.Exchange",-71.4279108784735,-62.2241829461931,NA,NA,NA,0.160187199884205,14.8778413346941
"Goods.Exchange",-36.6763613801739,-13.4103807129716,NA,NA,NA,0.029162955073989,2.3430404800267
"Service.Exchange",-135.21401148506,-86.8427876098588,NA,NA,NA,0.475598031365728,70.7408603807106
"Attachment",165.824564294297,25.2083472983113,NA,NA,NA,0.548889581435646,94.9066693875808
"Mating",101.125653488316,93.8645553719182,NA,NA,NA,0.337397274427578,39.7175960642418
"Conflict",-41.7337513109042,141.133074008182,NA,NA,NA,0.343727032387936,40.8529832088213
"Negotiation",-53.2357942999631,27.2268332930952,NA,NA,NA,0.0670749129189264,5.60799927038686
"Coercion",-71.8059227008159,94.8401627930076,NA,NA,NA,0.240870298611802,24.7492401593084
"Importance.for.society",-39.4593096938405,15.5208499081047,NA,NA,NA,0.0342652762416424,2.76752143326355
"Importance.for.individuals",101.229291459941,73.2923149767076,NA,NA,NA,0.284360593384238,30.9934389846694
"Affiliation.Coalition",45.9685121250306,-135.142618784553,NA,NA,NA,0.325283920333178,37.6041813002541
"Occupational",-171.209263845065,-54.2830318647023,NA,NA,NA,0.620385740740041,127.471733733231
"Activeness",45.3796171954822,1.55217228422368,NA,NA,NA,0.0404041283435281,3.28421797538059
"Endurance",103.980499241178,34.1692709932178,NA,NA,NA,0.230082823818349,23.3095985036149
"Synchronicity",-4.75809836059731,-20.8658880573034,NA,NA,NA,0.00721080116147232,0.566527608532453
"Spatial.Distance",-15.0674588710338,-31.8598499941592,NA,NA,NA,0.0202267393527126,1.61025589580725
