"","Valence.Evaluation","Equality","Activity.Intensity","Socioemotional","Formality.and.Regulation","Intimacy","Visibility","Communal.Sharing","Expected.Reciprocity","Strategic","Concreteness","Uniqueness","Love.Expression","Information.Exchange","Money.Exchange","Goods.Exchange","Service.Exchange","Attachment","Mating","Conflict","Negotiation","Coercion","Importance.for.society","Importance.for.individuals","Affiliation.Coalition","Occupational","Activeness","Endurance","Synchronicity","Spatial.Distance","Morality","Trust","Generation.Gap"
"Parent.and.Child",91.0367165242165,28.3764201847535,92.769242640076,88.1788062246396,24.9302005093672,81.4107992316326,61.4160893119226,92.4880439005439,40.3959131917465,22.1239132780799,46.3494647327981,83.7136821511821,98.1960881710881,87.1711538461539,35.1307373182373,34.5082634957635,44.2608231274898,97.369585044585,57.337714291881,29.3616400574734,42.105901043401,30.0322553989221,82.5348293409568,93.8398103621143,83.223251068104,27.1259185259185,80.3598837437073,92.131835276198,72.8365709726004,91.9487100408669,91.4976702491408,95.3626552369199,82.0574123226084
"Parent.and.Teenager",72.2960254251921,30.4745122161789,81.2772338772339,82.6551875593542,23.724469049469,67.2584412501079,59.552581369248,87.1111553569887,41.797278338945,26.6940678149011,47.2892590434257,79.0900024358358,86.8432760141093,74.4792597834264,38.1454425204425,36.1086103711104,40.3459575917909,82.9456022372689,55.3225521392188,46.2215827382494,49.5258072174739,34.5328572661906,77.9668170246602,89.1285005390397,76.951858635192,28.2643096373489,75.4356438586831,84.4604657506618,64.5012040156648,83.5429535061888,88.5653567202587,83.6525710491397,75.8947633249104
"Wife.and.Husband",89.38224337391,89.0604215229215,93.2124255374255,89.1390173098507,25.8292260208927,94.3399270482604,55.3610895277562,92.6009097384097,70.8859481567815,28.5000895709229,48.0144457394457,87.1253252919919,94.9429308345975,83.2602056893724,46.1836617086617,39.0223154931488,41.9346926221926,89.6956472539806,90.0329662621329,40.792877955378,56.4470988887656,21.6723768515435,76.5940880923724,93.0099981173511,85.1044385171836,33.4917011274854,83.884679264091,85.8531956333427,80.0024253161508,89.6280293417548,90.3202526957429,92.8072277395807,27.0769728909435
"Fiance.and.Fiancee",87.6588243546577,87.2058307433308,87.9606729690063,86.6812095312095,26.7675159716826,87.5243967452301,53.9995618578952,86.86704329621,67.2690602607269,29.1719664594665,44.3806224639558,80.4994477744478,91.5297984422984,76.5248276414943,38.3622818539485,37.1716152674486,36.4408275366609,84.4151515151515,81.5584705418039,30.0969183594184,54.2776529026529,16.7646413771414,57.335477621507,83.4329773712126,78.0293375197787,29.9636047322322,78.6273454577376,71.1463904740865,73.5842614085261,79.5494421246872,88.0817508653293,87.3225496272065,27.0108698672424
"Between.Siblings",74.3179271345938,75.2870715704049,78.5543900543901,83.6780508072175,23.1762669429336,63.8180318138651,62.3183911767245,79.1295281878615,57.1911648536648,34.9008309591643,46.8548141673142,81.5249623832957,82.5590312465312,72.0046166796167,28.7179444012777,35.1194660277994,28.493596372763,78.8516579099912,18.2598731515398,46.5246205954539,47.2031833906834,26.8101170434504,68.1438119705277,86.1715003859612,76.7781485489819,25.8542001390041,70.6634147442971,91.8912103419456,68.6052874231796,75.3428996022133,87.1569268512896,83.435885619464,32.3638532491474
"Between.divorced.spouses",29.9029364154364,64.1900597858931,31.4234190192524,33.0257823966157,65.7372927997928,21.8590024173357,48.3655108780109,28.3359934818268,51.7917087542088,68.8020471812138,58.8970862470862,56.3251829960163,28.9190588732255,34.5657075948743,45.4872400747401,36.117791005291,24.5687630270964,26.0401100442767,28.1639433097766,74.7807441015774,60.9401996151996,39.5232219940553,48.5302540868717,47.4651136082509,33.0296484289131,23.6064326650111,35.9859752538674,36.4875365556738,39.4866283952068,23.3055938252017,50.8071244840853,27.5759092759093,27.4924397316554
"Between.a.person.and.their.in.laws",62.0738884572218,48.7622895622896,50.148191314858,54.7120866787533,53.9205613830614,36.5983952775619,58.4996471121471,58.1084088750755,50.9673789173789,45.5117122075455,47.8889827764828,64.4148035606369,50.5118541951875,47.9573731823732,27.1946101737768,30.5962481962482,29.7160612535613,43.3070323195323,16.756809702643,44.2360519110519,39.3641124307791,23.9526444234778,49.4271297964926,59.5541847767338,46.8340265852521,27.6896388469918,48.4947583825035,59.2278612092338,45.485996547026,37.27436608417,71.8530434888278,52.4610748728396,74.0267349480585
"Between.cousins",73.7691314857981,75.4056656306656,59.8171317879651,71.0584444876111,34.6102261935595,46.0111996028663,63.0540652248986,65.2727013727014,54.9970571095571,32.8114586031253,43.1911659328326,65.5195776445777,62.8942306150639,57.0627844377844,22.5445454237121,30.3003490336824,24.2536122827789,51.6200890159224,16.4102055352055,27.3052031302031,35.8957318915652,17.8686529519863,49.9358058245313,61.8653942281393,57.1311841480959,25.3426948142634,54.2387411245254,72.9232661855211,53.298577557156,43.0147834917443,76.5288711016652,65.9716350189389,36.5183077996804
"Employer.and.Employee",75.6646032979366,30.258407641741,61.6095050011717,27.7671054254388,86.1097248430582,22.612403645737,78.748088948089,35.5641904391904,68.9397898397898,76.5647130647131,78.2253857253857,45.2662277537277,25.6525272566939,76.4293660814494,83.1346540804874,48.0986391694725,73.7924693362193,38.4080086580087,15.5475990059323,43.9034702180535,59.6765772807439,36.0805204826038,80.0914133796487,71.8604736403756,70.8855448019664,91.3886855609895,72.0414626404823,67.9738993758602,75.0411171163622,69.3752799488094,76.3990544586133,66.5040341194753,59.8394459933676
"Interviewer.and.Job.applicant",64.4027928861262,32.4552715802716,31.7985159901827,25.3527398527399,87.5691314857982,18.4396917896918,65.5263739347073,32.3101333851334,52.7221368138035,77.4057288390622,59.3779997779998,38.794078683662,19.1641544412378,67.337828683662,49.7335347522848,36.1333162978996,46.0126332772166,21.0144470498637,15.2310375581209,27.7286796536797,54.164116362033,23.0904290925124,66.686294442667,61.2336759373524,49.2986555474301,84.7882580836012,63.3840402516873,24.1492683242683,63.2568094849958,60.7652024899574,70.9659764436725,50.6199968513694,55.4425220023259
