"","Valence.Evaluation","Equality","Activity.Intensity","Socioemotional","Formality.and.Regulation","Intimacy","Visibility","Communal.Sharing","Expected.Reciprocity","Strategic","Concreteness","Uniqueness","Love.Expression","Information.Exchange","Money.Exchange","Goods.Exchange","Service.Exchange","Attachment","Mating","Conflict","Negotiation","Coercion","Importance.for.society","Importance.for.individuals","Affiliation.Coalition","Occupational","Activeness","Endurance","Synchronicity","Spatial.Distance","Morality","Trust","Generation.Gap"
"Parent.and.Child",89.1385683760684,28.957438703272,92.5354463437797,87.4542691876025,26.3468671760338,81.667743676077,60.0850707934041,91.7797105672106,39.1435983769317,24.3391910558577,46.1179832513166,84.3796365671366,98.105204980205,87.9141737891738,36.0576603951604,35.2388902763903,46.4739285405952,96.9076192326192,56.5968311009978,29.8706144164477,43.0480662855663,30.0125972792639,82.4786124097399,94.149444400915,83.6178718793915,26.2456275206275,81.0652408865644,92.2610239887201,73.0917517486145,92.2497461960697,91.2218765983472,95.2886913921228,81.6138497123791
"Parent.and.Teenager",71.7427846844514,30.9629381421048,81.4415857290857,82.4769468186135,25.5832653457653,68.0107560649227,58.453044332211,86.532451653285,40.2162598204265,27.9440678149011,47.3656479323146,78.9297460255793,86.9130765839099,75.4056130597797,39.1625365375365,36.713881026381,42.1686071644405,83.2206734623401,55.4553156719823,47.6653149319816,51.6833570750237,34.8774441607775,78.4636203756302,89.3398100628493,77.1048568715235,27.5081367978427,76.6309701373427,85.1129128406089,64.8604412290687,84.0168291675645,88.4255859971546,83.3702738710092,76.2909273460744
"Wife.and.Husband",87.5766878183545,87.4631993006993,92.6614996114996,87.4607765691099,27.4033000949668,92.1917789001122,54.9559969351636,91.2837801087801,68.9762259345593,29.7547192005525,48.0537975912976,88.3398552065219,95.3849536266203,84.0206045497712,46.128675953676,39.7971018179351,43.3992225367225,90.3487811571145,90.2483508775175,39.8972939097939,56.2812869229536,22.3856247147914,75.9522230130073,93.5607035847232,85.2071722032506,32.7843598576442,83.9066148901933,85.7367935169406,81.1386687023942,89.6868917756173,90.3653364699933,92.7698600147129,27.4840496105202
"Fiance.and.Fiancee",86.1981762065095,86.2752751877752,88.3588211171544,84.9450984200984,28.5823307864975,85.5313411896745,53.8352100060434,85.0776914443581,65.780634334801,31.5562257187257,44.7671965380299,81.3038637288637,92.0916218041218,77.3524629691296,39.418122309789,38.1080825039158,38.3936765395099,84.4699948199948,82.3432283765617,29.4701377326377,53.4303594553595,16.9750402375402,57.3536654521949,84.8850276357629,77.0850033046111,28.6615765135373,78.6902863748452,71.5722061707356,74.0489880399194,80.0635514721299,87.6595727348178,87.2051554473123,27.5946441176833
"Between.Siblings",75.3318160234827,75.4120715704049,78.5104085729086,83.571569325736,24.6924706466373,64.2184947768281,60.4480208063541,77.2545281878615,55.8601463351463,35.3452754036087,46.9312030562031,82.7275264858598,83.2672933547934,71.0738474488474,28.498713632047,36.0867024950358,29.0192373984041,79.1869855453189,18.6687050603717,46.9482673191007,47.9608756983757,27.6205159038492,67.8826788135612,86.6406361884303,76.888157367324,24.1338518144891,70.7724314991472,91.6642482608169,68.5016719028974,75.1302673270811,88.2343078036705,83.6266924977709,33.7341133902408
"Between.divorced.spouses",30.6853438228438,65.5372820081153,32.8447153155487,34.1947638780972,64.3044224294224,23.0997431580765,48.7057886557887,28.7040490373824,51.8032828282828,68.2974175515842,59.7396788396788,56.8689151897485,30.5297426339093,36.4145679937347,46.8788355163355,37.4306115181115,25.0919824003157,27.2411071952739,28.1212082670416,74.797695668529,61.6127067377067,39.6208003416337,49.110501000452,50.2716612272985,33.054119328384,23.0693956279741,35.8148994161249,36.7176952858325,39.2247236333021,23.5365241602987,52.004434889729,27.7970292053625,28.47700763289
"Between.a.person.and.their.in.laws",62.6595366053699,49.5099747474748,50.3843024259691,54.5014385306052,54.3441724941725,37.7997841664508,57.8561285936286,57.0459088750755,50.4326566951567,44.9468973927307,48.1551864801865,64.5383078341412,50.9879225712559,48.8878575128575,27.6216757008424,31.5782994782995,29.9159188034188,44.0682858807859,18.1642171100504,44.8649692899693,39.5823460490127,24.1939549647883,48.320758544288,60.9842994151818,46.2742823171745,26.9411820568683,48.6322142907927,59.6610622674348,46.839722296585,38.6015265779972,72.716138726923,52.862088982187,73.3053945600514
"Between.cousins",73.7876500043167,73.9866841491842,59.8125021583355,69.4913148579815,36.7352261935595,46.0436070102737,61.9498985582319,62.3814976689977,53.073445998446,34.1818289734956,43.2189437106104,66.0409451659452,63.6465098173432,57.5998214748215,23.0962548254215,30.4892379225713,24.3184270975938,51.6594052552386,16.3210317460317,26.9663142413142,36.5159598117931,18.0404478237812,47.9800077645666,61.6726032228483,56.377877269789,23.5513588354275,53.8347508247018,73.1378825876375,53.9051692679144,43.8387473365415,77.6785624596899,66.4371332552705,37.2095555950948
"Employer.and.Employee",75.7100578433912,31.8145243645244,62.7902008485342,29.3787777037777,84.4795340462007,24.3335035335035,76.8693010693011,37.7662106412106,69.0840098173431,76.220156386823,76.6855428522095,45.3027036235369,24.3772045855379,76.4855178771846,82.7038880872214,48.6743265993266,73.669398348565,38.6575176366843,16.2165804874138,43.2901495109828,58.8754409171076,36.8062850729517,80.4840901473254,72.5238574787595,70.5626912666128,92.2859077832117,71.418735367755,67.6376620021228,75.0408645911097,69.9485122720417,75.8740544586133,66.3879987659399,60.5141934681151
"Interviewer.and.Job.applicant",62.5391565224898,34.4833299416633,33.1380221630222,28.4801248134581,85.6594794094794,20.4380082880083,63.5841741591742,33.9554756971424,52.9415531998865,77.1633045966379,58.0132410799078,39.1409151034151,18.4832130832131,68.2352753727754,51.54775332692,36.9489377906045,47.5689253647587,21.4260281385281,15.8288560205227,28.1619708994709,54.0472883597884,24.4212021003688,66.716092422465,61.0737011898777,47.8840090827836,84.8080813159245,61.4212877264348,23.6211117586118,63.14923372742,60.2554802677352,70.2650926052887,49.8122948311674,55.478633113437
