"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",139.536657934382,-52.4242907584718,NA,NA,NA,0.412798017211041,54.833338929704
"Equality",110.731442935662,63.7736443208367,NA,NA,NA,0.286002993332379,31.2441554678821
"Activity.Intensity",102.282499322942,34.3964588022438,NA,NA,NA,0.21852828784739,21.8116742897121
"Socioemotional",138.809908198974,91.1980213138102,NA,NA,NA,0.470907333660085,69.4221907847971
"Formality.and.Regulation",-112.363877548254,-109.379253382257,NA,NA,NA,0.381182769864679,48.0469104632773
"Intimacy",156.437396379513,68.7785604555016,NA,NA,NA,0.533076275834545,89.0508392766109
"Visibility",-93.928620796615,-55.3721083545053,NA,NA,NA,0.207346950045157,20.40370891709
"Communal.Sharing",149.237730422383,91.4396034016816,NA,NA,NA,0.530355051552894,88.0829106283569
"Expected.Reciprocity",114.682810665787,29.2950042238591,NA,NA,NA,0.267713189945879,28.5156424082461
"Strategic",-114.427800862996,-73.9852881060612,NA,NA,NA,0.31802067111861,36.3729680603937
"Concreteness",-92.7737905230662,-97.711780801255,NA,NA,NA,0.275369975227204,29.6411373161863
"Uniqueness",95.7185654548681,83.3764659083676,NA,NA,NA,0.257325360847599,27.025802535845
"Love.Expression",159.68457591088,49.9665906243918,NA,NA,NA,0.52832181174124,87.3669852488699
"Information.Exchange",38.924823211782,-74.4255710037303,NA,NA,NA,0.0914884314043767,7.854713023162
"Money.Exchange",-110.818535277858,-75.0302711344925,NA,NA,NA,0.303799806594615,34.0367399188325
"Goods.Exchange",87.6970054760444,4.36448595606931,NA,NA,NA,0.151164230006374,13.8905667707496
"Service.Exchange",-82.8799852196679,-114.099412108807,NA,NA,NA,0.279954409768026,30.3264741262718
"Attachment",164.012764157986,33.4906830813878,NA,NA,NA,0.540491987524325,91.7467680264424
"Mating",109.849321226747,22.8441295403843,NA,NA,NA,0.242662287335149,24.9923621861385
"Conflict",-119.168818362274,2.66116813892032,NA,NA,NA,0.278815713511399,30.1554346944757
"Negotiation",-58.1635862660833,-49.9514638150229,NA,NA,NA,0.0942160083143188,8.11324633242912
"Coercion",-153.703929623724,-37.1658553224111,NA,NA,NA,0.479100476928858,71.7409702741215
"Importance.for.society",-41.6030665059702,-107.817425534015,NA,NA,NA,0.163560991905179,15.252465804605
"Importance.for.individuals",107.314337636457,22.5767440707477,NA,NA,NA,0.231721735894164,23.5257148928724
"Affiliation.Coalition",-55.2230589821792,-57.8172415026232,NA,NA,NA,0.0971216649451023,8.39037727631084
"Occupational",-124.295014520543,-105.236261681469,NA,NA,NA,0.426691577826816,58.0524230645924
"Activeness",-46.8824429583698,-85.7041594829104,NA,NA,NA,0.125024043993008,11.145306753294
"Endurance",97.0886330931072,86.7887955561095,NA,NA,NA,0.268983289654529,28.7007072425718
"Synchronicity",-4.50752894190861,-61.2131933305885,NA,NA,NA,0.0421703468909143,3.43410443267693
"Spatial.Distance",39.363018225791,-35.1986429938347,NA,NA,NA,0.0442236053154207,3.60904625159861
