"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",52.3919769355664,-154.097879837126,NA,NA,NA,0.463395406674837,67.358427732904
"Equality",175.574262658149,8.67394651434738,NA,NA,NA,0.60459212756016,119.264661218568
"Activity.Intensity",74.22247703493,-67.9763448200781,NA,NA,NA,0.187533811581854,18.0039951346952
"Socioemotional",105.406267218187,-57.1165872352097,NA,NA,NA,0.27372258885268,29.3969791746398
"Formality.and.Regulation",-95.6440430346047,48.2596665658196,NA,NA,NA,0.219209412712168,21.8987452844971
"Intimacy",101.772763479634,-83.8097790508363,NA,NA,NA,0.323889188600387,37.3657043858427
"Visibility",-96.5374111648041,64.6738924642057,NA,NA,NA,0.254550330074499,26.6348306892338
"Communal.Sharing",108.22172381833,-97.5889495484084,NA,NA,NA,0.393515277945335,50.6099998294261
"Expected.Reciprocity",153.097370877821,-2.51002749195596,NA,NA,NA,0.45882359181102,66.130451401278
"Strategic",-94.5257446837148,35.7109988921751,NA,NA,NA,0.196868299773587,19.1198123271822
"Concreteness",-83.7979410100443,60.3974412624093,NA,NA,NA,0.200361373156124,19.5440622570487
"Uniqueness",72.2475725088444,-79.6328322553422,NA,NA,NA,0.211557039284755,20.9291602391141
"Love.Expression",97.8182693177464,-110.929975119318,NA,NA,NA,0.399558199658771,51.9043470252618
"Information.Exchange",-51.8080460526472,-79.6813514752378,NA,NA,NA,0.162066066810563,15.0860977345884
"Money.Exchange",-51.091433399006,38.8677089535438,NA,NA,NA,0.0771491900786244,6.52070384664384
"Goods.Exchange",-56.5756988243166,39.3382175921372,NA,NA,NA,0.0893400534183777,7.65216938857525
"Service.Exchange",-97.9801609867725,44.3026625252701,NA,NA,NA,0.221742844931449,22.2239420376797
"Attachment",99.4675964676566,-104.483802808979,NA,NA,NA,0.381969888735692,48.207442935806
"Mating",22.607522769642,-26.9332601226421,NA,NA,NA,0.0225174208950765,1.79681854936407
"Conflict",-44.9600806190179,161.466725705508,NA,NA,NA,0.489353299792485,74.7474866053233
"Negotiation",114.377684019504,0.772481202515653,NA,NA,NA,0.256039776680116,26.8443149983598
"Coercion",-49.6051760855308,139.989120403283,NA,NA,NA,0.386249307035984,49.0874328846959
"Importance.for.society",-80.3147106403072,41.8634496482338,NA,NA,NA,0.156475624294166,14.4691713084547
"Importance.for.individuals",79.6979146754203,-60.1740700980234,NA,NA,NA,0.186777730082053,17.9147368257267
"Affiliation.Coalition",43.984051123165,-160.78827236978,NA,NA,NA,0.483882370932152,73.1283389813183
"Occupational",-98.7227567460745,38.2358854775042,NA,NA,NA,0.215962601736445,21.4850502957516
"Activeness",-17.0660228810966,5.82664998551325,NA,NA,NA,0.00628567512307196,0.493383910572422
"Endurance",81.0189560576209,-73.0299544230126,NA,NA,NA,0.220476624845043,22.0611431113209
"Synchronicity",-35.633209514169,1.24182134817094,NA,NA,NA,0.0248760826777278,1.9898337169198
"Spatial.Distance",-22.3883461608821,-41.97969347461,NA,NA,NA,0.040213199510784,3.26804823763191
