"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",2.92559067339473e-16,0.0639147989057889,4.57732907476887e-15,0.999999999999996
"scale(x)Lexical",-0.0604831236234131,0.0840589709762659,-0.719532049000345,0.472889715936786
"scale(x)personality_all",0.112854787685677,0.0744994825311408,1.51483988682074,0.131836497814593
"scale(x)Coordinate",-0.0630113534120934,0.078310401277566,-0.804635813175747,0.422254441336419
"scale(x)Climatic_demands",0.204296522928757,0.073275111906052,2.78807520881976,0.00596210904637685
"scale(x)subsistence",-0.179629766238188,0.0749491238804777,-2.3966893398867,0.0177273233308203
"scale(x)disease",-0.0945039119917957,0.0742995579416387,-1.27193101291433,0.205290466244806
"scale(x)urban",0.300665210426576,0.0792499422889088,3.79388554417477,0.000211728564994
"scale(x)wealth",-0.0600243259181825,0.0785514342917911,-0.764140419068775,0.445937813450843
"scale(x)edu",0.156700948143017,0.0717436726159142,2.18417795506412,0.0304422531849095
"scale(x)Hofstede_6D",-0.149120247621706,0.082685227354226,-1.80346904027814,0.0732442942767001
"scale(x)new_gendist_weighted",0.0780226849865437,0.0845342990971307,0.922970744654723,0.357447778386026
"scale(x)religion_per",0.204198353344196,0.100452624365666,2.03278266380454,0.0437702482901809
"scale(x)idealogy",-0.0634598472887087,0.0712755438606708,-0.890345325358159,0.374651527689593
"scale(x)demographics",0.133028162905213,0.076663952372839,1.73521138407081,0.0846782219168824
