"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-2.4867541025489e-16,0.0695668627835421,-3.57462447356072e-15,0.999999999999997
"scale(x)Lexical",0.0985412233858141,0.0914924086399964,1.07704261862373,0.283123960615026
"scale(x)personality_all",-0.0142047678358586,0.0810875629340258,-0.175178132402571,0.861166830781123
"scale(x)Coordinate",-0.115656199942677,0.085235485888498,-1.3569019843915,0.176772513570047
"scale(x)Climatic_demands",0.135561064008854,0.0797549197163369,1.69972039958164,0.0911765541894935
"scale(x)subsistence",-0.0816282903846406,0.0815769666180964,-1.00062914531726,0.318555713108348
"scale(x)disease",-0.0675668063652354,0.0808699587684327,-0.835499453619232,0.404714359080434
"scale(x)urban",0.231098682145518,0.0862581116611604,2.67915304074035,0.0081726188850058
"scale(x)wealth",0.177555055778706,0.0854978337471154,2.0767199354299,0.0394671820929989
"scale(x)edu",-0.0339094301759852,0.0780880533757984,-0.434246068509304,0.664709773302756
"scale(x)Hofstede_6D",-0.09398307523275,0.0899971831884531,-1.0442890755364,0.297967179493217
"scale(x)new_gendist_weighted",0.0269467574448862,0.0920097706082332,0.292868434153828,0.770011912244452
"scale(x)religion_per",0.289261885429749,0.109335772859016,2.64562894527431,0.0089888293919854
"scale(x)idealogy",-0.0467432852781455,0.0775785274218946,-0.602528648474364,0.547697142750869
"scale(x)demographics",-0.295406400351372,0.0834434394924186,-3.54019923133935,0.000527267752669481
