"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",3.30256876549027e-16,0.0473183484168448,6.97946753423582e-15,0.999999999999994
"scale(x)Lexical",0.0397988993196187,0.0622317795614021,0.639526936239231,0.523418221617037
"scale(x)personality_all",0.142181436843733,0.0551545578118667,2.57787284468342,0.0108664512270903
"scale(x)Coordinate",-0.116134657300352,0.057975913493474,-2.00315355640622,0.0468926791178386
"scale(x)Climatic_demands",0.194210030207164,0.0542481136577562,3.58003287326096,0.0004582911009355
"scale(x)subsistence",-0.0442294167637229,0.0554874429401122,-0.797106776238722,0.426600550173566
"scale(x)disease",-0.00776339456626527,0.0550065466854123,-0.141135828988954,0.887944725854254
"scale(x)urban",0.445018446768331,0.0586714883789111,7.58491831491169,2.80587156474145e-12
"scale(x)wealth",-0.0481856594888086,0.0581543586163926,-0.828582081124113,0.408606842630413
"scale(x)edu",0.124769732704439,0.0531143358918775,2.34907827819645,0.0200732640425172
"scale(x)Hofstede_6D",-0.0869573106698253,0.0612147493828527,-1.4205287377062,0.157449416223768
"scale(x)new_gendist_weighted",-0.124013022658417,0.0625836814999274,-1.98155525028615,0.0492862981892025
"scale(x)religion_per",0.36529351562633,0.0743685712932833,4.91193402365821,2.25690047595807e-06
"scale(x)idealogy",-0.073716101241926,0.0527677638940965,-1.39699118935326,0.164400250785834
"scale(x)demographics",0.0360994135531081,0.0567569901101862,0.636034671377497,0.525685855084035
