"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.849262047428e-16,0.0547519817246891,3.3775253226937e-15,0.999999999999997
"scale(x)Lexical",-0.0747438023880356,0.0720082879314486,-1.03798888343507,0.300881431734152
"scale(x)personality_all",0.291576211485148,0.0638192464949518,4.56878179387799,9.91102764337147e-06
"scale(x)Coordinate",-0.146126842867667,0.0670838324301451,-2.17827213464332,0.0308872055038728
"scale(x)Climatic_demands",0.0912629779907153,0.0627704014819538,1.45391738520189,0.147978103001863
"scale(x)subsistence",-0.0104123680899185,0.0642044273194717,-0.162175235020914,0.871377729187848
"scale(x)disease",-0.0213580680683607,0.0636479830683568,-0.335565512663968,0.737649391302374
"scale(x)urban",0.252820085396249,0.0678886809654345,3.7240388500842,0.000273445522603383
"scale(x)wealth",-0.060096810991289,0.067290310983091,-0.893097536826518,0.373180597542723
"scale(x)edu",0.137688166554988,0.0614585091274195,2.2403434204615,0.0264812125788195
"scale(x)Hofstede_6D",-0.10702367932413,0.0708314840147344,-1.51096197987137,0.13282111683376
"scale(x)new_gendist_weighted",-0.186788494798809,0.0724154730753021,-2.5794003251843,0.0108205113954601
"scale(x)religion_per",0.388021986492049,0.0860517493229235,4.50917023239041,1.27206220562351e-05
"scale(x)idealogy",-0.100978834034297,0.061057491249077,-1.65383201911074,0.100172491057488
"scale(x)demographics",0.129147989071616,0.065673418224272,1.96651845698942,0.0510131899570719
