"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",2.86570802111288e-16,0.0640913232616463,4.47128858521757e-15,0.999999999999996
"scale(x)Lexical",-0.0554782783226769,0.0853321440170602,-0.650145135361714,0.516560924078892
"scale(x)personality_all",0.111638547091484,0.0747750018589782,1.49299290292267,0.137471774090421
"scale(x)Coordinate",-0.0636752132791712,0.0785464637266323,-0.810669382911776,0.418798527346893
"scale(x)Climatic_demands",0.204666773172893,0.07348406400853,2.78518582136577,0.00601731112585714
"scale(x)subsistence",-0.179738357524301,0.0751566766429195,-2.39151550537905,0.0179777089551985
"scale(x)disease",-0.0984266246627315,0.0752292211923561,-1.30835628898857,0.192689293661251
"scale(x)urban",0.302462028096447,0.0796118910534664,3.79920667747129,0.000208066042274247
"scale(x)wealth",-0.0559834749258049,0.0794956999475636,-0.704232744195376,0.48234454197072
"scale(x)edu",0.158478484085334,0.0720964583567944,2.19814520293144,0.0294215709778556
"scale(x)Hofstede_6D",-0.149911915964481,0.0829402324032808,-1.80746920548238,0.0726282582659002
"scale(x)new_gendist_weighted",0.0833228272819986,0.0859279183099283,0.969682833249451,0.33371530286575
"scale(x)religion_per",0.202836297966602,0.100794957881334,2.01236552135278,0.0459133540731134
"scale(x)idealogy",-0.065588832888722,0.0716955800043188,-0.914823938724969,0.3617050289941
"scale(x)demographics",0.135358694241779,0.0771243159156482,1.75507157029207,0.0812228016894305
"scale(x)check_size",-0.0259428787063342,0.0688808229437409,-0.376634273483105,0.706960500040878
