"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",6.78225480338378e-16,0.0645239477969427,1.05112210814e-14,0.999999999999992
"scale(x)Lexical",0.15226075102604,0.0859081467780037,1.77236684454967,0.0782981698357075
"scale(x)personality_all",0.103301741827106,0.0752797425755799,1.37223824488231,0.171971874358896
"scale(x)Coordinate",-0.0937232629545007,0.0790766622876792,-1.18522026907936,0.237744317735856
"scale(x)Climatic_demands",0.0875330490670887,0.0739800907314235,1.18319737380247,0.238542514525816
"scale(x)subsistence",-0.0158834787696284,0.0756639937125691,-0.209921231886942,0.834004827187271
"scale(x)disease",-0.0767033452599945,0.0757370279468865,-1.01275884912972,0.312753677244928
"scale(x)urban",0.326740538175747,0.0801492813836749,4.07664962848062,7.27987071666195e-05
"scale(x)wealth",-0.10157147833296,0.0800323059731168,-1.26913097277339,0.206296773268
"scale(x)edu",0.142991054313847,0.0725831185660991,1.97003183575847,0.0506166339522976
"scale(x)Hofstede_6D",-0.0770332730499196,0.0835000894584138,-0.92255317987755,0.35767392075378
"scale(x)new_gendist_weighted",-0.0308429768355403,0.0865079426226743,-0.356533468493981,0.721925960981641
"scale(x)religion_per",0.246068854277227,0.101475336590877,2.42491291523689,0.0164616656512833
"scale(x)idealogy",-0.0940408667788844,0.0721795342340599,-1.30287439198393,0.194549925262137
"scale(x)demographics",0.0236754604354617,0.077644914799164,0.304919652455032,0.760836397070127
"scale(x)check_size",-0.0261531807457365,0.0693457772074439,-0.377141648690457,0.706584195491576
