"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-1.2033429520457e-17,0.0715960957522599,-1.68073822937156e-16,1
"scale(x)Lexical",0.261769486200653,0.0953241100803907,2.7460994493407,0.00674466350984178
"scale(x)personality_all",-0.00671129082452027,0.0835307795271334,-0.0803451238275615,0.936066414985775
"scale(x)Coordinate",-0.072428186296573,0.0877438606629406,-0.82545018818808,0.410384691572303
"scale(x)Climatic_demands",0.0491982107930519,0.0820886793293643,0.599330031801998,0.54982784551641
"scale(x)subsistence",0.239331713000348,0.0839571465139052,2.85064134428044,0.00495741944823669
"scale(x)disease",0.0815698178308788,0.0840381856662186,0.970628020872039,0.333245752990497
"scale(x)urban",0.1333447969216,0.0889340441858752,1.49936729114562,0.135812393298878
"scale(x)wealth",0.0877592448685268,0.0888042476842518,0.988232513162652,0.324578942084768
"scale(x)edu",0.0469582245800002,0.0805385920156344,0.583052464722559,0.56070531387675
"scale(x)Hofstede_6D",-0.0144385860854705,0.0926521176137664,-0.155836547046446,0.876364633200598
"scale(x)new_gendist_weighted",-0.162203565736228,0.095989646554724,-1.6898027189188,0.0930760107980274
"scale(x)religion_per",0.0763008652692403,0.112597541891221,0.677642371118134,0.499008724185517
"scale(x)idealogy",0.040183381932044,0.0800907728187725,0.50172298902609,0.616574298378485
"scale(x)demographics",-0.160839102090148,0.0861551864763675,-1.8668533917487,0.0638108680406681
"scale(x)check_size",-0.173610237760728,0.0769464218243987,-2.25624835625143,0.0254535926008963
