"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",3.27797670501514e-16,0.0474462181303449,6.90882610708791e-15,0.999999999999994
"scale(x)Lexical",0.0358605761311522,0.0631706027044424,0.567678233163831,0.571074817393255
"scale(x)personality_all",0.143138499099815,0.0553552472994594,2.58581627005418,0.0106354548138268
"scale(x)Coordinate",-0.115612264588629,0.0581472258908903,-1.98826793225817,0.048542839039117
"scale(x)Climatic_demands",0.193918679519102,0.0543995778620375,3.56470927055533,0.000484595905757681
"scale(x)subsistence",-0.044143966054567,0.0556377976375107,-0.793416848419705,0.428747892252491
"scale(x)disease",-0.00467660379745466,0.0556915017013617,-0.0839733829145483,0.933185951027443
"scale(x)urban",0.443604527202495,0.0589359519582963,7.52689169280567,3.97779550885513e-12
"scale(x)wealth",-0.0513654135487548,0.0588499367494518,-0.872820199746999,0.38411121054064
"scale(x)edu",0.123370985970164,0.0533723461389168,2.3115151364914,0.0221215107283093
"scale(x)Hofstede_6D",-0.086334345202447,0.0613998924990596,-1.40609928924174,0.161696180103734
"scale(x)new_gendist_weighted",-0.128183715666909,0.0636116489431114,-2.01509814313326,0.0456229679452604
"scale(x)religion_per",0.366365319839092,0.0746175818301221,4.9099060952307,2.28947674898667e-06
"scale(x)idealogy",-0.0720407980402046,0.0530755795754049,-1.35732475493472,0.176651108336796
"scale(x)demographics",0.0342655135916258,0.0570944229244406,0.600155178676089,0.549279250254248
"scale(x)check_size",0.0204145052734594,0.0509918407682826,0.400348466850355,0.689451117449262
