"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.75014227360624e-16,0.0543130259084366,3.22232511323657e-15,0.999999999999997
"scale(x)Lexical",-0.0959065124983521,0.0723131730312473,-1.32626613489785,0.186702498517704
"scale(x)personality_all",0.296719017220925,0.0633667149715479,4.68256903256155,6.14473859924586e-06
"scale(x)Coordinate",-0.143319748326948,0.0665627717184861,-2.15315174874463,0.0328533228235443
"scale(x)Climatic_demands",0.0896973954174118,0.0622727331757386,1.44039599425127,0.151772263713507
"scale(x)subsistence",-0.00995319587371159,0.0636901583235313,-0.156275257209311,0.876019413715965
"scale(x)disease",-0.0047710956221059,0.0637516348821754,-0.074838796384183,0.940439473917595
"scale(x)urban",0.245222341773091,0.0674656487236879,3.63477334632063,0.000377973569792787
"scale(x)wealth",-0.0771833247618731,0.0673671846848122,-1.14571100340599,0.253680562471648
"scale(x)edu",0.130171954644826,0.0610968320103696,2.13058435865762,0.0347012819446656
"scale(x)Hofstede_6D",-0.10367615374942,0.0702861910493098,-1.47505722250172,0.142225525773235
"scale(x)new_gendist_weighted",-0.209199851834288,0.0728180511170379,-2.87291198576639,0.00463763557772335
"scale(x)religion_per",0.393781361932878,0.0854168533312952,4.61011318697926,8.36117572118613e-06
"scale(x)idealogy",-0.0919765367853709,0.0607571149435952,-1.51383976791457,0.132102922475843
"scale(x)demographics",0.119293466880591,0.0653575984286746,1.82524250811904,0.069889435461805
"scale(x)check_size",0.109698020318128,0.0583718002804384,1.87929821919318,0.0620809440052058
