"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",5.5365248670552e-17,0.0684763593884201,8.08530844294779e-16,0.999999999999999
"scale(x)Lexical",0.393547918911231,0.0892528250259265,4.4093609227149,1.90824512635278e-05
"scale(x)personality_all",-0.00769516088417131,0.0777494155824991,-0.0989738742924191,0.921284472369257
"scale(x)Coordinate",-0.125623730525307,0.0799582356470892,-1.57111684004348,0.118155942795012
"scale(x)Climatic_demands",0.0891896197594123,0.0765186037886836,1.16559392544225,0.245535250610888
"scale(x)subsistence",0.0280709134862514,0.0797401502660448,0.352029854378198,0.725284954354449
"scale(x)disease",0.0422747719029843,0.0790190604729246,0.53499461585562,0.593405712217343
"scale(x)modern",0.107318817950953,0.0746187569422347,1.43822843409242,0.152347041199276
"scale(x)Hofstede_6D",-0.215828905013116,0.0830011157968985,-2.60031329628439,0.0101973005144531
"scale(x)new_gendist_weighted",-0.213334960257522,0.088757298113058,-2.40357654855354,0.0173938392248945
"scale(x)religion_per",0.0879810197593621,0.0938679645285413,0.937284836219185,0.350042549744471
"scale(x)idealogy",-0.1196123921689,0.0748497896786302,-1.59803244180724,0.112033707977441
"scale(x)demographics",-0.0656477466383265,0.0790095253811133,-0.830883951291513,0.407293010509702
