"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.5845837503051e-16,0.0681900209910506,2.32377659850415e-15,0.999999999999998
"scale(x)Lexical",0.411693910472909,0.0896816244983684,4.59061611311913,9.04011024773913e-06
"scale(x)personality_all",-0.0139464043101742,0.0794827076763404,-0.175464635238209,0.860942103240831
"scale(x)Coordinate",-0.0780212363575152,0.083548536463457,-0.933843244419256,0.351827936327369
"scale(x)Climatic_demands",0.111751523198136,0.0781764396436631,1.42947828920723,0.154866341704956
"scale(x)subsistence",0.0466171422505332,0.0799624252624807,0.582988098441363,0.560743109582952
"scale(x)disease",0.0349168221030231,0.0792694102524548,0.440482930197426,0.660197126225569
"scale(x)urban",0.195275723013728,0.0845509228024933,2.30956347419036,0.0222237739568656
"scale(x)wealth",-0.0255499489719002,0.0838056920296314,-0.304871284433359,0.760870547176757
"scale(x)edu",-0.0082720353466086,0.0765425633094052,-0.108071052091251,0.914078203753998
"scale(x)Hofstede_6D",-0.199362714412709,0.0882159919996837,-2.25993847479971,0.0252091715286569
"scale(x)new_gendist_weighted",-0.241945944201943,0.0901887470285852,-2.68266221866081,0.00809117473927223
"scale(x)religion_per",-0.00341488399037461,0.10717183940761,-0.0318636314282773,0.974621532327591
"scale(x)idealogy",-0.0931476475559686,0.0760431217060042,-1.22493192633639,0.222447234194414
"scale(x)demographics",-0.0299916901787073,0.081791957591332,-0.366682630687956,0.714352638291006
