"","Activeness","Exchange","Equality","Formality","Valence"
"暧昧对象之间",-0.982230391291421,0.114776814871184,0.72631353094977,2.30426467337003,0.0248981368909049
"暗恋对象-暗恋者",0.22954638958876,-0.965425031280243,-0.734397537275779,1.87299569289562,0.190040345122862
"报案人-受害者",1.23892799186724,-1.06615159668245,0.0758674087413621,-0.0756222751794829,0.490403847966227
"报案人-罪犯",0.637542354971452,-0.645421224849211,0.52508732902931,-0.261740252193471,-2.21110043100046
"编辑-作者",0.712549095121594,-1.26823159494006,0.0356345225194485,-0.856747516179823,1.35364180952121
"表兄弟姐妹之间",-0.575886168766264,-1.26518767711772,0.733517194414877,0.672527683754761,0.462244608955019
"厨师-顾客",1.06701027542498,1.58515806265271,-0.0036344215722609,-0.152686065748247,1.05765859577015
"敌人之间",0.757676352463891,-0.605490375038222,0.67771110415964,-0.17999401366889,-2.2114374927186
"恩人-受助者",-0.0098391858433684,-0.0241146359514594,-0.00601336840560496,0.326228014633009,1.13503280798898
"青梅竹马之间",-1.26594045514006,-0.4667802589098,1.12008162257391,1.13395773715483,0.279046774095642
"情敌之间",1.02598848751613,-1.21329107941306,0.0924915189668789,1.46023193459088,-1.10964278102515
"人 - 上帝",1.05864105383896,-1.469134636638,-2.40262335813772,-0.51838714327969,0.927042226072074
"认识但不熟的人之间",1.73441272791985,-0.858043920133494,0.272330998507966,0.966817174714019,1.03617987553338
"商家-客户",1.01405351484457,1.66624515296096,0.758116292554981,-0.321717579397621,1.25398939334616
"上级-下级",0.329306217840402,0.337357125746144,-1.33788789341191,-1.46364666286769,0.171248296401595
"生意伙伴之间",-0.685825819061962,1.47701166420473,1.79645530221309,-0.444456868661036,0.145612945327989
"生意竞争对手之间",0.530746161995423,0.737001524359743,0.848285936388074,-0.0258594778311378,-1.52699656022797
"师父-徒弟",-1.12646688452468,0.52204902843651,-0.831083231902836,-0.885925903697025,-0.0637966588536857
"收银员-顾客",1.04295554032234,1.76810984777993,0.673117767623136,-0.325110772172829,1.21059832233499
"首领-反贼",0.802432077981005,-1.0135991466306,-0.174208446873889,-1.02763745472657,-1.40616772515567
"叔叔婶婶-侄子侄女",-1.12629222306737,-0.811659358235817,-1.25479920488222,0.200577072656842,0.550578183225161
"双胞胎之间",-1.89093246903382,-0.842696451441141,1.22786881186075,1.04990464613515,-0.42793112629543
"谈判中对立的双方",0.464957642042932,0.331753087622946,1.81069063444029,-1.4205423645715,-1.14340481360536
"堂兄弟姐妹之间",-0.347623796149517,-1.22982291989159,0.672040576259434,0.509729606787439,0.441537940619895
"同父异母(或同母异父)的子女之间",-0.710800432639506,-0.935188520484263,0.463715263310015,0.501187942573264,-0.639649902639535
"继子女之间",-0.357203716173188,-0.527891995021423,0.972852953877187,0.483077081146062,-0.254252025060169
"同事之间",-0.51375132800525,-0.00972838977654045,1.92151428621496,-1.62103165182786,0.00413992980498734
"同学之间",-0.614271498749014,-0.932509774354963,1.56046770278594,-0.279225175914059,0.274186759707824
"搭讪的人-被搭讪的人",1.42874794053607,-0.496074888324185,0.677269154072023,1.28771722532039,0.483095903468559
"施害者-受害者",0.533908879104329,-0.56257565967665,-0.292224161254749,0.22439652393365,-2.59118174617264
"受害者-旁观者",0.959519162705541,-0.794806575497273,0.223327292259696,-0.0522486586457048,-0.697493857063736
"房东-租户",0.429359251663366,1.86376911267232,0.272569219455787,-0.158696425227967,0.149728327533592
"夫妻之间",-2.72866588541699,0.0142516315862447,0.191967462364616,0.611886585948245,-0.726764230879241
"服务员-顾客",1.15555276659982,1.60485483119779,-0.850733025168524,-0.328671525615515,0.805582324533559
"子女-父母",-2.2417766630236,-0.0779287922795449,-1.34444254819113,0.305104252149343,-0.11295539083907
"义父义母-义子义女",-1.06334509064271,-0.547173066313187,-1.27640432135595,0.56635276547688,0.406344066205559
"公公婆婆-媳妇",-1.48130067358085,0.251473171241601,-1.45024710178828,0.400085396005639,-1.34611636440936
"雇主-保镖",-0.531810064641889,1.2565788246852,-1.21972176715276,-0.282443392388575,-0.234568375001815
"雇主-雇员",-0.191933095870531,2.06132920002627,-0.399922383264579,-0.580882888771779,0.178171859714839
"官员-行贿者",0.200293893992884,2.04632807162572,-0.869264915948401,1.21709965465159,-0.60926481186451
"冠军-亚军",0.328106921449915,-0.644666229334017,0.910695807788827,-1.81716728183144,-0.299137845134603
"黑帮老大-小弟",-0.27325675008099,0.443903096482625,-0.608023298205431,-0.0506049170821665,-0.379146525654146
"继父继母-儿女",-0.973873382432585,-0.409531779999014,-1.09711340665584,0.35239744054725,-0.386575092572728
"继祖父母 - 继孙",-0.989856921700776,-0.722112646136967,-1.36301955510754,0.531174629009753,0.276237853005112
"寄养父母 - 寄养子女",-1.36048326857503,-0.27350609958687,-1.32284454898447,0.582321567506262,0.230936269068366
"老师-学生",-1.69660737482135,-0.432665621626697,-0.799181424210465,-1.41166029364305,0.607435185403612
"家教-学生",-0.685873417118438,0.428475866814812,-0.586982074365272,-1.14795860283168,0.29654962031555
"假朋友之间（表面朋友，实则讨厌对方）",0.792848419270103,0.979076855621582,0.611186738003847,1.455467067467,-0.502237918509489
"教徒之间",0.253803207794904,-0.924939387519107,0.453714306774939,-0.352680846230098,0.808146340231334
"童年玩伴之间",-1.42848485734916,-0.736747340327362,1.71201596822084,0.941320475973553,0.79724799634302
"外地人-本地人",0.868147921922445,-0.196820388615997,0.147975802623148,-0.240716301410275,0.0713297027020212
"外公外婆-外孙/外孙女",-1.55547421188977,-0.899434435329438,-1.39559403423111,0.330275354620936,0.494673458360314
"未婚夫-未婚妻",-1.57036791032955,0.161642145733157,0.835538809198682,0.103669236323222,-0.0365387294577201
"校友之间",-1.23367151291875,-1.01176132098426,0.958450706308965,-0.521515824757694,0.240332923718751
"校长-老师",0.257820036706506,0.609807259919211,-0.13237959165964,-1.0870711955751,0.534489535107692
"亲兄弟姐妹之间",-1.74851061730053,-0.32376410483955,0.865709615199694,0.312663264590954,-0.12077419456427
"演员-编剧",0.0263839027391994,1.09430932545988,0.538490458861024,-0.751454963692031,0.590371372986335
"演员-观众",1.18363743153951,1.49090402971647,-0.701090180353496,0.280858242847819,0.859520153099764
"演奏家 - 听众",0.787139087999033,1.01522556262194,0.254839258255063,0.295928549269247,1.18432361355242
"爷爷奶奶-孙子女",-1.57335201908389,-0.846561105090349,-2.01826948195686,0.106214516938398,0.600211505175457
"主治医生-病人",0.153144981749356,1.16156481235151,0.387721550998596,-0.790742786784098,0.997111717765325
"姨父姨妈-侄子侄女",0.0884005476740102,-1.33335626845658,-1.02887167960808,0.552150749943457,0.839919374519782
"见义勇为者-受助者",0.667237850220029,-0.241026582475046,-0.0794376172075241,1.08096152218382,1.22742773878784
"金主 - 援交男/女",0.0414618761605234,2.15753797316031,-0.964651699334875,1.716002395529,-0.363674395520035
"经理-老板",0.235874210653023,1.1745294507013,-0.00138085863146628,-0.693331704759205,0.710793660917322
"经理-员工",-0.341032834947278,1.80070589030203,-1.08648041743553,-0.184860198281374,0.0438644988351231
"捐款人-受惠者",0.772366544720379,0.124090128786962,-0.83833086953807,0.584853065787897,0.911045834561112
"军官-部下",-0.90392443106101,0.175453924283642,-0.621612676942408,-2.19811908126843,-0.348549774505482
"考官-考生",0.59066742225464,-0.725153091070284,-1.26941610959291,-1.54459470744892,0.109488689574204
"老师-家长",0.654810481545291,-0.0786611554209119,0.283528553686325,-1.25217067075342,1.20175321249559
"老乡之间",0.309459307157658,-0.821335614375087,0.579056241382665,0.12851785020298,0.883368054407428
"邻居之间",-0.0262982680754922,-0.44093683269572,0.936618450197497,0.0524760875824992,0.599553141839872
"旅伴之间",0.6603174663832,0.010980110616402,1.51379713082645,0.591976938083623,1.16265781374618
"卖家-买家",0.845569694837429,1.88830936229396,1.16800042793565,-0.567572930322706,0.799618892532275
"陌生人之间",2.79970605921071,-1.64588196062872,0.0832844240198569,0.878615900738142,1.51388514762888
"玩伴之间",-0.308448897847396,0.808517830831226,1.78171182849447,1.98803230632028,-0.0145705634731704
"朋友之间",0.624837898802262,-0.514579680405236,0.41416785964935,0.944732602389492,0.928446132555257
"老朋友之间",-0.907894418114059,-0.521680809005768,1.08713933193173,0.864601658653497,0.564542603297282
"挚友之间",-1.45594069614673,-1.17272025659549,1.6739190464784,0.497660286600496,0.643447197054627
"知己之间",-1.59805346207939,-1.15842415819515,1.57655518259352,0.0555256592078971,0.698624132839847
"乞丐-路人",2.01778325224078,0.280151081638187,-1.36542024493453,1.34023604251012,0.979891755333024
"前任官员-现任官员",0.902772585565374,-0.341247638029445,-0.0161483661923534,-1.28979076142926,0.48809876099581
"狱警-囚犯",0.863022486840742,-0.187021799510636,-0.994952507860984,-0.544453638549675,-1.47688567596338
"原告-被告",0.488251029943517,-0.76049824698726,1.34814020427134,-1.01653076126552,-2.1083068600727
"原配-第三者",0.530269549732742,-0.481966332207198,-0.789752878895544,1.32581977000506,-1.27475815413352
"出轨者-小三",-1.28040035866291,1.35826350374853,-0.827647259287241,2.88778911357539,-0.667774209123176
"远房亲戚之间",1.28937466950181,-1.28544769941597,-0.484658222920609,0.874959410362242,1.06612173521875
"岳父岳母-女婿",-0.697352424280079,-0.484045097805032,-0.932151804615154,0.390186361507044,0.387769909183151
"战友之间",-1.12774526930513,-0.746924995826878,1.76040246887134,-1.11012095822643,0.690222508000175
"政府官员-老百姓",0.175568352810785,0.268187184569679,-0.799414124145274,-0.958694592070897,-0.266440632669745
"政治对手之间",0.521682901485689,-1.01505292310708,0.110585381840172,-0.906589321940534,-1.73689671802934
"政治盟友之间",-1.26616768521417,0.492135950671725,1.39083230801536,-1.07857617469463,0.354786007738193
"中介-客户",0.174804658488799,1.76447532723771,0.484930888124953,-0.464172459975252,0.624561467257626
"忠臣-反贼",0.839346366165909,-1.26415013403381,-0.216174199384253,-1.04882437934193,-1.41617755033571
"主人-客人",0.251754229731413,0.299345573962426,0.52719654335624,0.156821671664257,0.890153016431317
"主人-仆人",-1.03511553049098,1.90514466582688,-1.78514364201523,0.290197358326556,-1.09865319398757
"保姆-雇主",-0.581659447236137,1.73204198222298,-0.694269565225152,0.597976764127248,0.108794215470677
"保姆-小孩",-1.0026038519925,0.179044906263046,-1.38621440950095,0.878965246854406,0.488098734834633
"主职-副职",-0.453374372127266,0.727374670608079,-0.350856160663474,-1.28827064783952,-0.266596927258027
"宗教领袖 - 信徒",-0.763110031807402,0.120846160019771,-1.12308380009028,-1.29014583226685,0.206772799244925
"祖先-后代",-0.338011270732373,-1.56705549455703,-2.76113889624833,-0.050890093214758,1.26397185749576
"居委会-居民",-0.0437620233865266,0.338748387320294,-0.679641935715783,-1.5800863415795,0.0299738547150534
"远房表兄弟姐妹之间",0.96264767684287,-1.44779863314051,0.237968596360486,0.90015332332033,0.952516406390664
"君臣之间",-1.27158219870579,0.0319248120933958,-0.617990982421541,-2.38999113462498,-0.584128197460293
"债主-欠债人",1.20289695946439,0.953057046690082,-0.14618997366707,0.503898217266522,-0.971248175887347
"亲家之间",-0.795043461425401,-0.410407925689891,1.12641345929732,0.468098144699327,0.271262766474126
