"","V1","V2","V3","V4"
"Valence Evaluation",-0.471597223282096,-0.125416130966544,0.77533740992977,-0.0164843101496725
"Equality",0.0738414926168077,-0.449325673896187,0.456356952909993,0.279108548452246
"Activity Intensity",-0.727352314862925,-0.478989918861755,0.12039076988592,0.107470624030594
"Socioemotional",-0.378810464801095,-0.830282758948497,0.241886177880284,0.0625304369053356
"Formality and Regulation",0.0676082890116725,0.856165524992026,0.0288665773158164,-0.145308464866603
"Intimacy",-0.454793486684016,-0.735285593483128,0.228133699316402,0.247209073105536
"Visibility",0.023599001378926,0.0915650751241207,0.298674120607477,-0.426118960209553
"Communal Sharing",-0.454587008268097,-0.726710492366682,0.340510434443094,-0.0832279099189503
"Expected Reciprocity",-0.207001755331452,0.146234667187129,0.646335025413958,0.455100199204266
"Strategic",0.0541663397712966,0.806391861215478,0.037809858708627,0.191461330770326
"Concreteness",-0.0948428845521097,0.70097085908159,0.0575385907984563,0.409961329448932
"Uniqueness",-0.505357000720477,-0.546425899547225,-0.122449053988305,0.125939501019685
"Love Expression",-0.482545764290108,-0.764645924488119,0.29789117909733,0.0318361771977748
"Information Exchange",-0.674792164100719,0.0889620008278893,0.482421990862532,0.0998207781167537
"Money Exchange",-0.0630301253054978,0.727647649068194,-0.0657343015787672,0.414451218752534
"Goods Exchange",0.0444601073554443,0.0462038503444373,0.045335549032792,0.656496728476149
"Service Exchange",-0.0607716987862352,0.763682183099196,0.119894123326804,0.140497397665941
"Attachment",-0.541040921118832,-0.668001975965891,0.370465091344534,0.0436915694493633
"Mating",-0.254416751408793,-0.595468920778033,0.11805283945014,0.383349579218649
"Conflict",0.192073789997267,0.0725418391109153,-0.854189916672803,0.102581061431279
"Negotiation",-0.0452303790379959,0.529455915039363,0.164822011965943,0.558608735611437
"Coercion",0.24067952314405,0.0427176930099979,-0.893323151833108,0.0793682463802992
"Importance for society",-0.649074755878738,0.348972442082747,-0.0320398045527292,-0.252102626218127
"Importance for individuals",-0.791050810314275,-0.31652781436008,0.20705189700755,-0.0167253422854945
"Affiliation Coalition",-0.692567438573438,-0.0394177055086151,0.559580931993671,-0.000980470767441588
"Occupational",-0.15167203471045,0.872537223318167,0.0789843456555189,-0.0862860495878486
"Activeness",-0.787674125826092,-0.0957690603145191,0.300371303860568,0.167504489831686
"Endurance",-0.578664035969389,-0.528720917659178,0.255579327483842,-0.128912975654242
"Synchronicity",-0.814595228686073,0.0694097790844478,0.103440714387201,0.0445879709309456
"Spatial Distance",-0.83441030406559,-0.119896268866933,0.117905900528536,-0.0111058257698926
