"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",8.45085752891451e-18,0.071512619180824,1.18172955007367e-16,1
"scale(x)Lexical",0.310868929215655,0.0940514134921761,3.3053084230522,0.00117714193214309
"scale(x)personality_all",-0.205034102904216,0.0833555485525494,-2.45975350729,0.0149948745005657
"scale(x)Coordinate",-0.0907523906393645,0.0876194871975553,-1.03575578381035,0.301918973687594
"scale(x)Climatic_demands",-0.0313320935848918,0.0819856318548967,-0.382165665812582,0.70285860539983
"scale(x)subsistence",0.0730934544791277,0.0838586406553733,0.871626989274887,0.384751361669439
"scale(x)disease",0.0409547745532472,0.0831318580883892,0.492648372056143,0.622953734257741
"scale(x)urban",0.0653735186245548,0.0886707153903868,0.737261657772102,0.462070675725173
"scale(x)wealth",0.0170013879403981,0.0878891728173394,0.193441210053623,0.846865080073376
"scale(x)edu",-0.15533209097311,0.080272143951796,-1.93506842256995,0.054790865854094
"scale(x)Hofstede_6D",-0.177438289599249,0.0925143672027897,-1.91795388072328,0.0569437728180399
"scale(x)new_gendist_weighted",-0.203345114200341,0.0945832458608181,-2.14990627938028,0.0331037331612359
"scale(x)religion_per",-0.0759285670023478,0.112393849233023,-0.675558026711293,0.500321470527858
"scale(x)idealogy",-0.00244402162192626,0.079748366767569,-0.0306466667718663,0.975590498315919
"scale(x)demographics",0.0285274952138609,0.0857773180045022,0.332576208693813,0.739900689536027
