"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",4.94734757837275e-16,0.0659689153067095,7.49951330163763e-15,0.999999999999994
"scale(x)Lexical",0.13678508636834,0.0859845953787024,1.59080921141627,0.113651366315193
"scale(x)personality_all",0.0808126817789898,0.0749024138770936,1.07890624074672,0.282273839330563
"scale(x)Coordinate",-0.169240300111902,0.0770303521184095,-2.19705993102237,0.029472168988089
"scale(x)Climatic_demands",0.0766604698586608,0.0737166715317077,1.03993395612941,0.299959334193664
"scale(x)subsistence",-0.0370836296245005,0.0768202525138125,-0.482732461961548,0.629953870576706
"scale(x)disease",-0.0694795462483901,0.0761255673419409,-0.912696596877915,0.362792676593523
"scale(x)modern",0.248057957808187,0.0718863926321215,3.45069419573775,0.000717291744952278
"scale(x)Hofstede_6D",-0.151498836039649,0.0799618091158908,-1.89463992516825,0.0599670153109844
"scale(x)new_gendist_weighted",0.0245101286144089,0.0855072135021077,0.286643987221086,0.774760463784631
"scale(x)religion_per",0.407322042307245,0.0904307392697594,4.50424319867809,1.28834333620241e-05
"scale(x)idealogy",-0.133286183465928,0.0721089654902068,-1.84839960689811,0.0664137270267823
"scale(x)demographics",-0.0583610514488022,0.0761163814028846,-0.766734444979677,0.444383531381928
