"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",4.33988825450579e-17,0.0554429821143148,7.82766021776681e-16,0.999999999999999
"scale(x)Lexical",-0.0762067947339479,0.0722649805825006,-1.0545466714261,0.293242620316446
"scale(x)personality_all",0.269913544409973,0.062951060716991,4.28767269901016,3.13116590768319e-05
"scale(x)Coordinate",-0.199623057510639,0.0647394672915893,-3.08348316509198,0.00241520218469666
"scale(x)Climatic_demands",0.0873472154018973,0.0619545142171468,1.40986038718261,0.16054633814768
"scale(x)subsistence",-0.0259009921172487,0.0645628909667288,-0.401174602460046,0.688833609159362
"scale(x)disease",-0.0203140618418778,0.0639790490560337,-0.317511156255019,0.751274984051943
"scale(x)modern",0.236053848139784,0.0604162727617254,3.90712364979468,0.000138182106730504
"scale(x)Hofstede_6D",-0.166389387703553,0.0672031839848925,-2.47591524444672,0.0143441769957624
"scale(x)new_gendist_weighted",-0.141828206170186,0.0718637692737701,-1.97357037633082,0.050174632443396
"scale(x)religion_per",0.499210977937346,0.076001702265485,6.5684183782296,6.97611632228853e-10
"scale(x)idealogy",-0.128931530414431,0.0606033321204033,-2.12746603038719,0.0349333597106931
"scale(x)demographics",0.0688377446496796,0.0639713288160928,1.07607182660809,0.283535504183728
