"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-3.46458374784322e-16,0.0706871878602119,-4.90128954442867e-15,0.999999999999996
"scale(x)Lexical",0.0610452670111546,0.0921344426895627,0.662567279175283,0.508573078203172
"scale(x)personality_all",0.0172190738355387,0.0802596340457784,0.214542142389003,0.830400954146191
"scale(x)Coordinate",-0.140483765534082,0.0825397680986044,-1.70201308739147,0.0907196707390274
"scale(x)Climatic_demands",0.0927060152490577,0.0789890842492203,1.1736560327318,0.242298969819584
"scale(x)subsistence",-0.108416677370454,0.0823146416106145,-1.31710076420322,0.189711832643118
"scale(x)disease",-0.0422620213782902,0.0815702707047192,-0.518105689893771,0.605109274710531
"scale(x)modern",0.213151969392286,0.0770278989271619,2.76720477075252,0.00632914883791789
"scale(x)Hofstede_6D",-0.0505575897851785,0.0856808907094839,-0.590068443109478,0.555987712170036
"scale(x)new_gendist_weighted",0.0306227180256515,0.0916229171894841,0.334225529649106,0.738652599563094
"scale(x)religion_per",0.336925575580634,0.0968985866355328,3.47709483986511,0.000654798911315006
"scale(x)idealogy",-0.0579402764325176,0.0772663907889563,-0.749876833134012,0.454444017995348
"scale(x)demographics",-0.29831018313271,0.0815604277628317,-3.65753578438997,0.000346432495121841
