"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",4.80175875494555e-16,0.0696522764564564,6.89390067235979e-15,0.999999999999994
"scale(x)Lexical",0.0351533756492425,0.091604742333842,0.383750608905491,0.701685809385547
"scale(x)personality_all",-0.0723376311383908,0.0811871216362691,-0.890998839230619,0.374301927419327
"scale(x)Coordinate",-0.0468811437414469,0.0853401373794675,-0.549344601274644,0.583554497834785
"scale(x)Climatic_demands",0.0186910454779091,0.079852842209222,0.234068631257192,0.815238601556819
"scale(x)subsistence",0.0634048319571782,0.0816771262065163,0.776286273795462,0.438755352593012
"scale(x)disease",0.00812066938133047,0.0809692502979118,0.100293251468328,0.92024029143309
"scale(x)urban",0.291968468459446,0.0863640187243919,3.38067256216026,0.000913782033558032
"scale(x)wealth",-0.0500814595367495,0.0856028073468202,-0.585044592449453,0.559362996844601
"scale(x)edu",0.134944840325882,0.0781839293026792,1.72599204887056,0.0863287743296324
"scale(x)Hofstede_6D",-0.00453996780235371,0.0901076810556918,-0.0503838046786238,0.959880995230076
"scale(x)new_gendist_weighted",-0.221589743318334,0.0921227395152272,-2.40537509505682,0.0173265396497268
"scale(x)religion_per",0.158531871495884,0.109470014501763,1.44817621718075,0.149574644688411
"scale(x)idealogy",-0.182776037663226,0.0776737777566266,-2.35312409080854,0.0198637820118543
"scale(x)demographics",0.0247243631204801,0.0835458907222495,0.295937512985252,0.767671373925755
