"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",0.239547708295394,-0.23040872853399,NA,NA,NA,0.00964755495487507,0.759839883513357
"Equality",-0.672637285532469,-0.944396677832623,NA,NA,NA,0.115491053791897,10.1845235533079
"Activity.Intensity",-0.441790428932112,-0.209989504989573,NA,NA,NA,0.0214468118068792,1.70951496670862
"Socioemotional",-0.880523808263637,-1.52101753107329,NA,NA,NA,0.263307297362975,27.8786108791297
"Formality.and.Regulation",1.08344577326447,1.90806060416562,NA,NA,NA,0.410148932253295,54.236770034118
"Intimacy",-0.317602695635869,-0.689759626074094,NA,NA,NA,0.0488150282008229,4.00297766738484
"Visibility",0.0492213938318014,0.90399727453719,NA,NA,NA,0.0682903815763706,5.71707070274656
"Communal.Sharing",-0.890240365985836,-1.92958858650793,NA,NA,NA,0.382305175829075,48.2759488145174
"Expected.Reciprocity",-0.634855096054358,-1.01624580631632,NA,NA,NA,0.122726305559654,10.9118190757558
"Strategic",0.86748828953479,1.31582850938005,NA,NA,NA,0.212747007201809,21.0786960653638
"Concreteness",0.802812445232969,-0.166131251229818,NA,NA,NA,0.0609907045171361,5.06627035027411
"Uniqueness",-0.77614344926935,-1.06477343339273,NA,NA,NA,0.14929243953061,13.6883822649494
"Love.Expression",-0.75596816234301,-1.94561607734447,NA,NA,NA,0.367349720067377,45.2908645963249
"Information.Exchange",0.03323812602081,-0.116849884071322,NA,NA,NA,0.00123790949446201,0.096676617470696
"Money.Exchange",1.59862821793758,1.23757239178244,NA,NA,NA,0.360299285230255,43.9320194570604
"Goods.Exchange",1.65968199623318,-0.329907241720311,NA,NA,NA,0.259906986382872,27.3921582353319
"Service.Exchange",1.08167961332231,1.62762546616694,NA,NA,NA,0.327210970053926,37.9353029377603
"Attachment",-0.948826669346794,-1.72221839945896,NA,NA,NA,0.329039400032766,38.2512374106752
"Mating",-0.0500612476216348,-0.250603054277033,NA,NA,NA,0.00545931509912405,0.428164060250704
"Conflict",-0.260318863921837,-0.481957369184712,NA,NA,NA,0.025519119556619,2.04261711580285
"Negotiation",0.831456043824838,-0.168355819095473,NA,NA,NA,0.0653155346027979,5.45062198808797
"Coercion",0.280296190079039,0.304543931025698,NA,NA,NA,0.0148799502907163,1.17816719192588
"Importance.for.society",0.75455187202666,1.24882040825468,NA,NA,NA,0.181750668385617,17.325467417258
"Importance.for.individuals",-0.94541703917375,-1.05730311269551,NA,NA,NA,0.174509534750203,16.4892803533435
"Affiliation.Coalition",0.0824784102531492,-0.178231984927471,NA,NA,NA,0.00326549198844147,0.255542848222007
"Occupational",1.24639506191726,1.68675896606259,NA,NA,NA,0.378456587716686,47.4940499062771
"Activeness",0.161177468302787,-0.46135896196552,NA,NA,NA,0.0200952464158247,1.59957303472728
"Endurance",-1.10961246317709,-0.612037075329229,NA,NA,NA,0.143323750168796,13.0495651249451
"Synchronicity",0.237201728254218,0.581813416678076,NA,NA,NA,0.0333197080098741,2.68851785466702
"Spatial.Distance",-0.0419726067676679,0.131569018844502,NA,NA,NA,0.00160230202623214,0.125180134429146
