"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",-0.678919173189142,-0.0695428266921238,NA,NA,NA,0.0595009099140063,4.93468948796977
"Equality",-1.15039389056608,0.450706165942577,NA,NA,NA,0.187124258933888,17.9556252689993
"Activity.Intensity",-0.175825267635917,0.179690765053343,NA,NA,NA,0.00674171529479171,0.529423012212602
"Socioemotional",-0.537893672797364,0.695010612029462,NA,NA,NA,0.0786605094583545,6.65934739663079
"Formality.and.Regulation",0.508832173676196,-0.317659683191066,NA,NA,NA,0.0418731072610942,3.40884113692796
"Intimacy",-0.188030272864324,0.775722807491127,NA,NA,NA,0.0563211116854186,4.65523470521701
"Visibility",0.19567175243946,-0.541226368187258,NA,NA,NA,0.0301184730550576,2.42219367317412
"Communal.Sharing",-0.795360088946459,0.499975695963902,NA,NA,NA,0.102603901583895,8.91814031470523
"Expected.Reciprocity",-1.05586496043775,0.312279758251284,NA,NA,NA,0.151300575610942,13.9053292113976
"Strategic",0.136896607919667,-0.774768368979156,NA,NA,NA,0.0540639857487084,4.45800860192114
"Concreteness",0.451522288352277,-0.333995869347363,NA,NA,NA,0.0357342682846892,2.89056515702113
"Uniqueness",0.117352409500605,0.267503618036578,NA,NA,NA,0.00792394963493673,0.62300472962494
"Love.Expression",-0.67863933698024,0.581141751028825,NA,NA,NA,0.0881022436220632,7.53590515434149
"Information.Exchange",-0.245759977848747,-0.0480387161650276,NA,NA,NA,0.00794075417681183,0.624336528689248
"Money.Exchange",0.360477822228766,0.260721332558641,NA,NA,NA,0.0225072641281968,1.79598941002216
"Goods.Exchange",0.0528206045885346,0.535412395181614,NA,NA,NA,0.0250294940932372,2.00242010137197
"Service.Exchange",0.463365095289758,-0.449910736125945,NA,NA,NA,0.044943526670732,3.67056313235259
"Attachment",-0.639985887481284,0.366601838685781,NA,NA,NA,0.0640692756735905,5.33950149583634
"Mating",-0.209515659239985,0.480518659906249,NA,NA,NA,0.0254991109671208,2.04097366951536
"Conflict",0.540576081156235,-0.187548758319214,NA,NA,NA,0.0404859607423052,3.29115032057566
"Negotiation",-0.384481092488043,0.522181804389842,NA,NA,NA,0.0424166929798629,3.45505401793698
"Coercion",0.402005773059605,-0.575063098203575,NA,NA,NA,0.049177258054983,4.03421790316253
"Importance.for.society",-0.316789738867437,0.154008908468891,NA,NA,NA,0.0149054926052936,1.18022018647502
"Importance.for.individuals",-0.369678423300077,0.277931330310262,NA,NA,NA,0.0241662359418992,1.9316470416327
"Affiliation.Coalition",-0.413404050978289,0.285038950932054,NA,NA,NA,0.0288997825579928,2.32126715557867
"Occupational",0.47851927413273,-0.504084670329951,NA,NA,NA,0.0512211473911685,4.21093860336949
"Activeness",-0.161387320816104,0.23259307278098,NA,NA,NA,0.00799476082156811,0.628616986538059
"Endurance",-0.196626382132068,0.294819821891701,NA,NA,NA,0.0124365301983687,0.982265327885817
"Synchronicity",-0.206426418226123,0.122995356125328,NA,NA,NA,0.006764195875906,0.531200422024606
"Spatial.Distance",-0.484544559411169,0.0973666522347661,NA,NA,NA,0.0309117379443411,2.48802472805116
