"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",0.127550021840234,0.26322701226582,NA,NA,NA,0.00640100384750884,0.502494771068653
"Equality",-0.47758815904797,-0.202617004151716,NA,NA,NA,0.0216869785966234,1.7290829146995
"Activity.Intensity",-1.17168545205557,0.334100930117092,NA,NA,NA,0.120621478953759,10.6990051874356
"Socioemotional",0.2507484741005,-0.15975428426255,NA,NA,NA,0.0070172228573496,0.551211355798408
"Formality.and.Regulation",0.634144737911775,-0.399339133979019,NA,NA,NA,0.0446062491651563,3.64173141371494
"Intimacy",-1.00930153284628,-0.437053567718719,NA,NA,NA,0.0974181926785065,8.41875934933057
"Visibility",0.179558409559198,0.236454519192379,NA,NA,NA,0.006730806672865,0.528560559423853
"Communal.Sharing",-1.30107475476859,0.895587010808717,NA,NA,NA,0.197335429039175,19.1763334547463
"Expected.Reciprocity",0.00708991597896026,0.0542369806873612,NA,NA,NA,0.000219294256877557,0.0171087038769523
"Strategic",1.36766907083007,-1.00316440949088,NA,NA,NA,0.226835048713839,22.8840349918176
"Concreteness",1.49146284606822,-0.965777526667466,NA,NA,NA,0.250443547455255,26.0615416426473
"Uniqueness",-1.08144055967223,0.176279549168147,NA,NA,NA,0.0980734779926275,8.48154599822536
"Love.Expression",-1.52625911537028,0.949911466342706,NA,NA,NA,0.256821744121102,26.9546315207455
"Information.Exchange",0.562636019171679,-0.150464339425015,NA,NA,NA,0.027586920230014,2.21282479915847
"Money.Exchange",1.58358736441537,-0.691959502350801,NA,NA,NA,0.240445633594052,24.6917933064879
"Goods.Exchange",1.34310745362606,0.0676104023828544,NA,NA,NA,0.148103491772351,13.5604175468182
"Service.Exchange",1.54255623049209,-1.08104520423883,NA,NA,NA,0.280399892304813,30.3935357511644
"Attachment",-1.22021196804814,0.861348779160568,NA,NA,NA,0.176234600095067,16.6871524453463
"Mating",-0.675317404611413,0.209368129918783,NA,NA,NA,0.0405639771378552,3.29776049820814
"Conflict",-0.24085269567512,-0.579095021471361,NA,NA,NA,0.0292822303737073,2.35291249487322
"Negotiation",1.07827000662646,-0.617487672800761,NA,NA,NA,0.123130307982104,10.9527836462251
"Coercion",0.391234919566905,-0.798528698969779,NA,NA,NA,0.0591811264049387,4.90650005983197
"Importance.for.society",1.11823713959471,-0.0804845576930563,NA,NA,NA,0.102904501649358,8.947264971686
"Importance.for.individuals",-0.98351589632595,0.215125302569167,NA,NA,NA,0.0826216576908619,7.02489801935564
"Affiliation.Coalition",0.162900981337501,0.651707552378038,NA,NA,NA,0.0332414890190735,2.68198946690099
"Occupational",1.97083088100239,-0.93200717911834,NA,NA,NA,0.381710545852606,48.1545049439021
"Activeness",1.19076332883003,-1.22864349409034,NA,NA,NA,0.226570433579123,22.8495193181621
"Endurance",-1.36482829125654,1.30671330191239,NA,NA,NA,0.277487902592554,29.956669901976
"Synchronicity",-0.073082632240985,0.189025425086261,NA,NA,NA,0.00305114546770688,0.238717708936821
"Spatial.Distance",0.36761640499242,-0.589873285807379,NA,NA,NA,0.0365220914062747,2.95670830050205
