"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-8.28976104341779e-17,0.0724723498065231,-1.14385156070538e-15,0.999999999999999
"scale(x)Lexical",0.208647837677532,0.0944612420150537,2.20881954573793,0.028626612803003
"scale(x)personality_all",0.00559398016582591,0.0822865422997427,0.0679817137709942,0.945886144984971
"scale(x)Coordinate",-0.0815325414443213,0.0846242597515807,-0.963465342960336,0.336786308896556
"scale(x)Climatic_demands",0.0321282532559676,0.0809839055406618,0.396723929791656,0.692106381081156
"scale(x)subsistence",0.229517903801522,0.0843934478310304,2.71961757340516,0.00726736317465967
"scale(x)disease",0.120639177264541,0.0836302782905399,1.44252990340925,0.15113237817746
"scale(x)modern",0.11037676703457,0.0789731916758423,1.39764855253196,0.164177928768745
"scale(x)Hofstede_6D",-0.0035327046699437,0.0878447095039604,-0.0402153378375556,0.967972221023062
"scale(x)new_gendist_weighted",-0.189912530433702,0.0939367982495164,-2.02170538034789,0.0448945185353614
"scale(x)religion_per",0.122814040748321,0.0993457015194234,1.23622903527748,0.218208066186278
"scale(x)idealogy",0.0478844814552354,0.0792177065045854,0.60446689973868,0.546400300308466
"scale(x)demographics",-0.185848166007738,0.0836201867711402,-2.22252751618918,0.0276676556045764
