"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-2.55257744742428e-16,0.0620325569713107,-4.11489961409267e-15,0.999999999999997
"scale(x)Lexical",0.102365129670815,0.0808539034890264,1.26605055852013,0.207358499132429
"scale(x)personality_all",-0.00872948916877091,0.0704329946084005,-0.123940338151258,0.901520046565456
"scale(x)Coordinate",-0.243106101250207,0.0724339589955234,-3.35624484180454,0.000989677673340187
"scale(x)Climatic_demands",0.135459743690839,0.0693180053858027,1.95417832548573,0.0524456629213069
"scale(x)subsistence",-0.0642972901733508,0.0722363960125455,-0.890095488182774,0.374767908790719
"scale(x)disease",-0.154684080835906,0.0715831626328409,-2.16090034508954,0.0322094215746742
"scale(x)modern",0.139129729464999,0.0675969390383555,2.05822529014301,0.0412110449416829
"scale(x)Hofstede_6D",-0.157893140896965,0.0751904962579561,-2.09990821652886,0.037325621861318
"scale(x)new_gendist_weighted",-0.0733538959477728,0.0804050069395038,-0.912305075764297,0.362998044296384
"scale(x)religion_per",0.486745781139485,0.0850347464351675,5.72408105562579,5.09011207561329e-08
"scale(x)idealogy",-0.102800878369225,0.0678062309970796,-1.51609781074033,0.131492749195273
"scale(x)demographics",-0.0709754783443405,0.0715745248178155,-0.991630451267405,0.322894026832411
