"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.25632502761349e-16,0.0642143987391494,1.9564537740467e-15,0.999999999999998
"scale(x)Lexical",-0.0564818754483133,0.0836977395702435,-0.674831551465148,0.500769077139944
"scale(x)personality_all",0.0891195094427675,0.0729103009935241,1.22231712430707,0.223408025210232
"scale(x)Coordinate",-0.125603279969813,0.0749816443540271,-1.6751203718176,0.0958886562556207
"scale(x)Climatic_demands",0.19981960902682,0.0717560947826974,2.78470574007608,0.0060127656510622
"scale(x)subsistence",-0.198705799426585,0.0747771325817507,-2.65730702109161,0.00868592110686367
"scale(x)disease",-0.095538465471969,0.0741009233335414,-1.2893019570341,0.199177402750764
"scale(x)modern",0.301082313195852,0.0699744941831507,4.30274368840455,2.94645110304467e-05
"scale(x)Hofstede_6D",-0.217290854401228,0.0778351359969887,-2.79168079579939,0.00589073052276035
"scale(x)new_gendist_weighted",0.129865068083145,0.0832330541948364,1.56025835335983,0.120699604733075
"scale(x)religion_per",0.327249826819581,0.088025633326637,3.7176651215363,0.00027874808117344
"scale(x)idealogy",-0.0955114433007001,0.0701911474688861,-1.3607334649008,0.17553579348643
"scale(x)demographics",0.0627682975672831,0.0740919817047361,0.847167211931528,0.398183327700975
