"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",3.19707694355483e-16,0.0701663551023397,4.5564244271942e-15,0.999999999999996
"scale(x)Lexical",0.0297496967851466,0.0914555836581931,0.325291202517862,0.745391041000957
"scale(x)personality_all",-0.0911559081392298,0.0796682702101065,-1.1441933896497,0.25427389658286
"scale(x)Coordinate",-0.107592242008202,0.081931603926931,-1.31319584691831,0.191020895395566
"scale(x)Climatic_demands",0.00938919821186598,0.0784070819962423,0.11974936412397,0.904833825172286
"scale(x)subsistence",0.0438738081181687,0.0817081362013443,0.536957641648505,0.592052203494215
"scale(x)disease",0.0114612173369167,0.0809692499209311,0.141550247138376,0.887615589512605
"scale(x)modern",0.266416579881524,0.0764603469528116,3.48437576468161,0.000638485507100183
"scale(x)Hofstede_6D",-0.0629922132929004,0.0850495823216978,-0.740652823603931,0.460003234689857
"scale(x)new_gendist_weighted",-0.173053842449743,0.0909478271471632,-1.90278149438055,0.058888007657979
"scale(x)religion_per",0.282896114341393,0.0961846247474025,2.94117812575895,0.00376144416885938
"scale(x)idealogy",-0.214481872449636,0.0766970815743215,-2.79648023167344,0.00580807337956607
"scale(x)demographics",-0.0400234958829341,0.0809594795031703,-0.494364540490491,0.6217353990488
