"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-5.34412296567169e-17,0.05261327399746,-1.01573663063235e-15,0.999999999999999
"scale(x)Lexical",0.00292903468021118,0.0685767085177508,0.0427118003112239,0.965985201501474
"scale(x)personality_all",0.165056230516347,0.0597381540391322,2.76299516065101,0.00640747298944621
"scale(x)Coordinate",-0.203245958655518,0.0614352836223533,-3.30829364937719,0.00116243156234178
"scale(x)Climatic_demands",0.17976216318209,0.0587924694448331,3.05757123113814,0.00262113368187145
"scale(x)subsistence",-0.0284688158188224,0.0612677194292477,-0.46466256756461,0.642812799479387
"scale(x)disease",-0.0359533327859632,0.060713675738826,-0.592178489416863,0.554577541094708
"scale(x)modern",0.270251478608471,0.0573327370119443,4.71373760775051,5.3030273372246e-06
"scale(x)Hofstede_6D",-0.199993365441446,0.0637732567344346,-3.13600677905255,0.00204286984055482
"scale(x)new_gendist_weighted",-0.167842899340023,0.0681959742983396,-2.46118485829902,0.0149234848812048
"scale(x)religion_per",0.533411907350749,0.0721227147797109,7.3958933600875,7.75709096429211e-12
"scale(x)idealogy",-0.130257723938421,0.0575102492040486,-2.26494800042096,0.0248751030814376
"scale(x)demographics",-0.00842304143746747,0.0607063495257717,-0.138750583806586,0.889823932853315
