"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",-0.580161653038748,-2.66023531269982,NA,NA,NA,0.396469727556006,51.239581776303
"Equality",-2.10391514823332,1.80924871290491,NA,NA,NA,0.599880204022502,116.941616946107
"Activity.Intensity",-1.8556079544375,-1.60946598696679,NA,NA,NA,0.468902668169816,68.8657350079479
"Socioemotional",-2.96258976345279,-0.604669036845729,NA,NA,NA,0.874732095206952,544.665479468677
"Formality.and.Regulation",2.91525893346492,-0.17565144613918,NA,NA,NA,0.830398875560734,381.90261124673
"Intimacy",-2.31342916500771,-1.2419182506272,NA,NA,NA,0.601187659594374,117.580708261604
"Visibility",1.58532772948076,0.720999077366142,NA,NA,NA,0.271810528851354,29.1149791234455
"Communal.Sharing",-2.80118058159793,-0.872782050714913,NA,NA,NA,0.804359791733277,320.69104971336
"Expected.Reciprocity",-1.51276568188801,-1.06809893853701,NA,NA,NA,0.281797147501236,30.6044140991967
"Strategic",2.76269964336996,0.479751956715608,NA,NA,NA,0.75616435860206,241.887607704995
"Concreteness",2.15913343581542,-0.852685926439286,NA,NA,NA,0.491994328762322,75.5415929707339
"Uniqueness",-1.8993399958438,-1.7093629681967,NA,NA,NA,0.501953184456423,78.6117834020674
"Love.Expression",-2.64604754836126,-1.6645720943128,NA,NA,NA,0.825184734123681,368.185289419659
"Information.Exchange",0.533893631862154,-2.33670242927994,NA,NA,NA,0.308369937076386,34.7770526201296
"Money.Exchange",2.15864861432822,-0.809118476506378,NA,NA,NA,0.488069866666483,74.3645414113255
"Goods.Exchange",0.640100114482294,-1.32025448279169,NA,NA,NA,0.12952550034263,11.6063009665439
"Service.Exchange",2.61700595413094,-1.21707444720202,NA,NA,NA,0.744016061225775,226.70661703817
"Attachment",-2.3474216199,-1.80900931096211,NA,NA,NA,0.705542630577964,186.89403254909
"Mating",-1.83243005480906,-0.843069274897005,NA,NA,NA,0.363982111778994,44.6380600994925
"Conflict",0.695197889502022,2.04349048819139,NA,NA,NA,0.261709204958641,27.6494277375224
"Negotiation",0.120995933493566,-0.1465831709326,NA,NA,NA,0.00253181673701502,0.19798296206417
"Coercion",1.08660088122573,1.54028662585473,NA,NA,NA,0.237054721528021,24.2353793921076
"Importance.for.society",0.820163416346858,-1.75416264390072,NA,NA,NA,0.223716452689268,22.4787493825088
"Importance.for.individuals",-1.71613792599262,-2.16355379288408,NA,NA,NA,0.527746914519786,87.1656757746433
"Affiliation_Coalition",-1.30690389235377,-1.80538219125993,NA,NA,NA,0.334052315317678,39.1263175683364
"Occupational",2.91043247776336,-0.296722617525773,NA,NA,NA,0.830595568433184,382.436597074709
"Activeness",-0.666600116591045,-1.6026277939066,NA,NA,NA,0.175312864675178,16.5813226118507
"Endurance",-2.31622450855409,-1.7164857375691,NA,NA,NA,0.674592542509428,161.699485074831
"Synchronicity",0.168938353474892,-0.699469740064423,NA,NA,NA,0.0279238814120204,2.24062983185042
"Spatial.Distance",0.0113421603651745,-1.13063907418153,NA,NA,NA,0.0657004707287398,5.48500406592182
