"","USA","UK","Australia","South Africa","Germany","Japan","Israel","CHN","HK(region)","France","Spain","Mexico","Chile","Portugal","Brazil","Russia","Egypt","Qatar","India"
"96",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"97",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"98",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"99",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"101",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"103",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"105",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"106",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"107",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"108",0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
"109",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1
"112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"117",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"118",1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1
"119",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"120",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"121",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"122",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
"127",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1
"130",1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1
"131",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"133",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"137",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
"138",0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1
"139",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
"140",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"141",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"149",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"150",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
"153",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"154",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"155",0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"163",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
"164",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"165",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"166",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"167",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"168",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"169",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"170",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"171",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"172",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"173",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"174",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"175",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"176",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"177",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"178",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1
"181",1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1
"182",0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
"183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"186",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"187",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"188",0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"189",0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"192",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
"195",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
"196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"200",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"201",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"202",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"203",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"204",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"205",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"206",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"207",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"208",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"209",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"210",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"211",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"212",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"213",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"214",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"215",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"216",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"217",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"218",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"219",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"220",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"221",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"222",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"224",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"225",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"227",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
"228",1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
"229",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"230",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"231",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
"232",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"233",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"234",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"235",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"236",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"237",0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
"238",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"239",1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
"240",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"241",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"242",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"243",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"244",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"245",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"246",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"247",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"248",1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
"249",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"250",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"251",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"252",0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"253",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"254",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"255",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"256",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"257",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"258",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"259",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"260",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"261",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"262",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"263",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"264",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"265",0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
"266",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268",0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1
"269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"273",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"274",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"275",1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1
"276",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"277",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"278",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"279",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"280",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"281",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283",0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
"284",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286",1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1
"287",1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1
"288",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"290",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"294",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
"295",0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1
"296",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
"297",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"298",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"306",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"307",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309",0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
"310",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"311",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"312",0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315",0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"319",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
"320",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"321",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"322",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"323",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"324",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"325",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"326",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"327",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"328",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"329",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"330",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"331",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"332",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"333",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"334",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1
"337",1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1
