"","USA","UK","Australia","South Africa","Germany","Japan","Israel","CHN","HK(region)","France","Spain","Mexico","Chile","Portugal","Brazil","Russia","Egypt","Qatar","India"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
"7",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"19",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"20",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"21",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1
"24",1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1
"25",0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"29",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"30",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"31",0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"32",0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"35",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
"38",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"43",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"45",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"46",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"47",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"49",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"52",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"58",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"59",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"60",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"62",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"63",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"65",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"66",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"67",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"68",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"69",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"70",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
"71",1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
"72",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"73",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"74",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
"75",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"76",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"77",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"80",0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
"81",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"82",1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
"83",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"84",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"85",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"88",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"89",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"90",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91",1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
"92",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"93",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"94",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"95",0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
