"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",0.0420648523959935,0.485071710961315,NA,NA,NA,0.0183474997171806,1.45785293423873
"Equality",0.910025119904418,-1.77453671887804,NA,NA,NA,0.339127933675232,40.0258691122663
"Activity.Intensity",1.28715524539335,-0.757082170267722,NA,NA,NA,0.236919190590841,24.2172213456582
"Socioemotional",1.4185394054102,-1.46583263130152,NA,NA,NA,0.399745100122767,51.944795146117
"Formality.and.Regulation",-1.31429470290789,1.4803612346593,NA,NA,NA,0.36990582479329,45.7910189765064
"Intimacy",1.06065449304534,-1.28237822236314,NA,NA,NA,0.257659782521579,27.0731162928909
"Visibility",-1.38506866145617,1.37377021220098,NA,NA,NA,0.368673096117292,45.5493046792305
"Communal.Sharing",1.28546168191756,-1.44724247103025,NA,NA,NA,0.35371041557664,42.6889324536989
"Expected.Reciprocity",0.435029226551778,-1.49298982971198,NA,NA,NA,0.193876516463658,18.759369492408
"Strategic",-1.42550773653355,1.71033941588203,NA,NA,NA,0.461927514310202,66.9618816691689
"Concreteness",-1.65272427562685,0.726586488911074,NA,NA,NA,0.358450334702063,43.5806105420952
"Uniqueness",0.864796282082843,-1.01134720282785,NA,NA,NA,0.165859187605463,15.5093917489642
"Love.Expression",1.12860894641074,-1.18166909578099,NA,NA,NA,0.255832725377963,26.8151439333532
"Information.Exchange",-0.194616259603325,0.906347460382664,NA,NA,NA,0.0677425232735181,5.6678728218821
"Money.Exchange",-1.19238516954046,0.975323225929081,NA,NA,NA,0.238734870227478,24.4610177840507
"Goods.Exchange",-0.900318929417101,0.375512907162688,NA,NA,NA,0.105163551344497,9.16676675072353
"Service.Exchange",-0.850151901016541,1.36451230073551,NA,NA,NA,0.22763168528112,22.988088860675
"Attachment",1.36313176759086,-0.955036123708734,NA,NA,NA,0.286474117110375,31.3162867254611
"Mating",0.749786382447602,-0.519270666017991,NA,NA,NA,0.086186416194836,7.35657751464388
"Conflict",0.253521104333283,-0.750155042080735,NA,NA,NA,0.050864428677304,4.18004082525406
"Negotiation",0.110731550592661,-0.930575271029066,NA,NA,NA,0.0681943217917582,5.70844031556589
"Coercion",0.407320488617208,-0.694252205986789,NA,NA,NA,0.0564618200906008,4.66756095390835
"Importance.for.society",-0.963883643345068,0.68531166029109,NA,NA,NA,0.144286916539853,13.1520479324689
"Importance.for.individuals",1.5112500042489,-0.987631795947503,NA,NA,NA,0.340882307604485,40.340018633872
"Affiliation.Coalition",0.148565172008057,0.372634241003887,NA,NA,NA,0.0132736045184186,1.04926873060018
"Occupational",-1.38405764408876,1.55994745800711,NA,NA,NA,0.410459841213431,54.3065084498142
"Activeness",-0.495355089506269,0.499600023151225,NA,NA,NA,0.0477885117631125,3.91457566262366
"Endurance",1.15559792082471,-1.21629457322951,NA,NA,NA,0.269405902325416,28.7624283419029
"Synchronicity",-0.080194841721865,0.225242099541758,NA,NA,NA,0.00465981131033792,0.365166891015271
"Spatial.Distance",0.0342563618302462,0.0393917715119911,NA,NA,NA,0.000256149143631225,0.0199847522804179
