"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",-0.321067781974482,0.635981538636677,NA,NA,NA,0.0407846387864018,3.31646255259558
"Equality",1.71077277425004,-0.322682607224186,NA,NA,NA,0.365218149518883,44.8768590987311
"Activity.Intensity",1.20760415355994,1.55132644623824,NA,NA,NA,0.346013636242025,41.2685418573436
"Socioemotional",1.49482869011762,1.56867688650898,NA,NA,NA,0.444720912977834,62.4699039149772
"Formality.and.Regulation",-1.64917547783808,-1.11641416419387,NA,NA,NA,0.419477225002336,56.3616535980244
"Intimacy",0.528933543529853,0.267943741208644,NA,NA,NA,0.0392195764557333,3.18400218050056
"Visibility",-0.192907546494824,-0.987811658984696,NA,NA,NA,0.0725261866906754,6.09940947193728
"Communal.Sharing",1.21825391049743,1.41241255394721,NA,NA,NA,0.320493082817602,36.7891184440478
"Expected.Reciprocity",0.953461640550576,0.240924255660994,NA,NA,NA,0.115232538367044,10.1587573937683
"Strategic",-1.63686924693312,-0.823379538132162,NA,NA,NA,0.374933208535207,46.7866645054257
"Concreteness",-1.18175642362321,-0.354009593216641,NA,NA,NA,0.179539542338979,17.0685670121914
"Uniqueness",0.578969829736792,0.964697361674957,NA,NA,NA,0.105829201627554,9.23165657162395
"Love.Expression",1.07784661717014,1.89953467683147,NA,NA,NA,0.393450319341336,50.5962263063074
"Information.Exchange",-0.407510407526612,0.320526851838938,NA,NA,NA,0.0274680187152006,2.20301799942374
"Money.Exchange",-1.20819106733334,-0.325366317967289,NA,NA,NA,0.185911054412981,17.8126264001241
"Goods.Exchange",-0.751317703104522,-0.182047646998887,NA,NA,NA,0.071349009243286,5.992803298946
"Service.Exchange",-1.70602968435914,-0.619549712847851,NA,NA,NA,0.382721834745844,48.3611842934449
"Attachment",1.10024940442918,1.52582548040792,NA,NA,NA,0.310244244806855,35.0835073324737
"Mating",0.800624637093172,1.17947591183228,NA,NA,NA,0.17531140861023,16.5811556196673
"Conflict",0.406179489260794,-0.390671072664802,NA,NA,NA,0.0308107768125692,2.47964023318039
"Negotiation",-0.665837097439841,-0.428405941089097,NA,NA,NA,0.0670092528640462,5.60211528296537
"Coercion",-0.317416067744107,-0.502920353670373,NA,NA,NA,0.0299425636306764,2.40760997816172
"Importance.for.society",-0.34209832335719,-0.2926170640586,NA,NA,NA,0.0202787109624071,1.61447900823054
"Importance.for.individuals",0.771214761766194,1.49921006360604,NA,NA,NA,0.229321042726701,23.2094585739929
"Affiliation.Coalition",-0.475017630474004,0.710134407266921,NA,NA,NA,0.0627279827914428,5.22023763421907
"Occupational",-1.63832046245223,-0.883567212749067,NA,NA,NA,0.382671465564135,48.3508742087857
"Activeness",-0.005468650554079,1.31956385098697,NA,NA,NA,0.121303373753867,10.7678382620207
"Endurance",1.02545691980821,1.22346716623471,NA,NA,NA,0.232890416938533,23.6803879423705
"Synchronicity",-0.361008915266645,-0.0423609638734312,NA,NA,NA,0.0160651148465793,1.27353850030208
"Spatial.Distance",-0.513656287587647,0.126373571437848,NA,NA,NA,0.033382654345778,2.69377230884302
