"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",-0.000481958473164683,-2.06603047644716,NA,NA,NA,0.333855590177599,39.091727934481
"Equality",-0.930014751759695,0.0130602560397299,NA,NA,NA,0.144137317355812,13.13611515228
"Activity.Intensity",-1.55542315058507,-0.626655940346318,NA,NA,NA,0.433852447492621,59.7732706863258
"Socioemotional",-1.89211514138711,-0.587133568186938,NA,NA,NA,0.623519065680227,129.181806273751
"Formality.and.Regulation",1.71945642519418,-0.388671047957398,NA,NA,NA,0.504465909524483,79.4059212054428
"Intimacy",-1.35256539021265,-0.668719548905601,NA,NA,NA,0.339817052332197,40.1490680356815
"Visibility",0.361298190236314,-0.506501387005463,NA,NA,NA,0.0418167818349696,3.40405563496924
"Communal.Sharing",-1.68531388277594,-0.683610479653428,NA,NA,NA,0.509831284845505,81.1288827468628
"Expected.Reciprocity",-0.804052668817108,-0.979695440314658,NA,NA,NA,0.182797403566713,17.4475675192836
"Strategic",1.07638134137618,0.0229572942702849,NA,NA,NA,0.193099701848596,18.6662178446293
"Concreteness",1.34712895765812,0.198190238380976,NA,NA,NA,0.305467409260081,34.305744957055
"Uniqueness",-1.43632155193426,-0.441313634327072,NA,NA,NA,0.35899642465031,43.6841886684459
"Love.Expression",-1.66765600064952,-0.968976888472998,NA,NA,NA,0.536850879494876,90.4122813726407
"Information.Exchange",0.375083291745783,-1.66943085786777,NA,NA,NA,0.241425636313372,24.8244609017954
"Money.Exchange",0.677663181300687,-0.719571923544976,NA,NA,NA,0.117019652582382,10.337186923945
"Goods.Exchange",-0.379990307950308,-0.963017459984698,NA,NA,NA,0.0965963102113186,8.34013883455056
"Service.Exchange",1.59105098209951,-0.455609368081079,NA,NA,NA,0.438053333636004,60.8032079711212
"Attachment",-1.55235385722179,-1.11366616804374,NA,NA,NA,0.498553746137794,77.5500702203548
"Mating",-0.471556283907839,0.469649619575934,NA,NA,NA,0.0543047699604466,4.47900330081783
"Conflict",-0.276732870903812,1.76416398277146,NA,NA,NA,0.256184615693701,26.8647307459832
"Negotiation",0.357831177102013,-0.441749130860822,NA,NA,NA,0.036598878258828,2.96316086806003
"Coercion",-0.152442110594776,1.54569825705457,NA,NA,NA,0.190740127705681,18.3843663455887
"Importance.for.society",-0.442461085379766,-1.28979959751964,NA,NA,NA,0.162737387975554,15.1607346127651
"Importance.for.individuals",-1.1599632563723,-1.55965480282245,NA,NA,NA,0.414462512207482,55.2109414446901
"Affiliation.Coalition",0.726828933513264,-1.73671594683392,NA,NA,NA,0.323936066838397,37.3737038377925
"Occupational",1.55388610270405,-0.489486770286766,NA,NA,NA,0.421081479928804,56.7339863827598
"Activeness",0.2209109078975,-0.838846346536729,NA,NA,NA,0.0631682748895032,5.2593494747417
"Endurance",-1.06063217192379,-0.982404529631223,NA,NA,NA,0.262936211244034,27.8253046614192
"Synchronicity",0.855780608114531,-0.658475749305046,NA,NA,NA,0.155947051763262,14.4112642020211
"Spatial.Distance",0.287774625670724,-0.760170934200799,NA,NA,NA,0.0589962417077847,4.89021091856066
