"","V1","V2","V3","V4","V5","R2","F"
"Valence.Evaluation",0.91012834082124,-0.579737779997924,NA,NA,NA,0.123106276877335,10.9503459122023
"Equality",1.74836713418295,0.0791358143971115,NA,NA,NA,0.353175677270204,42.589157301346
"Activity.Intensity",0.898651929448843,-1.19224947697758,NA,NA,NA,0.209650818167062,20.6905557605644
"Socioemotional",1.31313255188795,-1.42098558815902,NA,NA,NA,0.364397151440319,44.7181410164434
"Formality.and.Regulation",-1.35924860249257,0.985269598611122,NA,NA,NA,0.29270122609105,32.2787151304193
"Intimacy",0.844171774689312,-1.37106817797,NA,NA,NA,0.236257280494212,24.1286331219933
"Visibility",-0.138185091082032,0.589346790157605,NA,NA,NA,0.0306647348686793,2.46751501342825
"Communal.Sharing",1.30905250126516,-0.84286485816344,NA,NA,NA,0.255915721812933,26.826835194051
"Expected.Reciprocity",0.973125887658346,-0.550864823404009,NA,NA,NA,0.13411887436812,12.0816494216562
"Strategic",-1.23181092742835,0.517541271955883,NA,NA,NA,0.197006791965831,19.1365625756089
"Concreteness",-0.837243708052184,0.333242224754867,NA,NA,NA,0.0899718876836451,7.71163785419928
"Uniqueness",0.48169884619718,-1.32360598582737,NA,NA,NA,0.170330921015148,16.0133867534722
"Love.Expression",1.08003036115855,-1.06301388614192,NA,NA,NA,0.227172553967784,22.9280925521744
"Information.Exchange",-0.578487663966702,-0.687982944568856,NA,NA,NA,0.0773944127450414,6.54316890934348
"Money.Exchange",-0.0909874858204364,-0.567807479558033,NA,NA,NA,0.0273744362437877,2.19530115861794
"Goods.Exchange",0.173165138129316,-0.45926783703502,NA,NA,NA,0.0207437987276918,1.65229109466729
"Service.Exchange",-0.320800636437822,-0.443121655378342,NA,NA,NA,0.0279634529952074,2.24389642585674
"Attachment",1.13528755837984,-1.10782026270199,NA,NA,NA,0.249265797995626,25.8982902227566
"Mating",0.563831631886444,-0.792600709971578,NA,NA,NA,0.0881557080457855,7.54092040520942
"Conflict",-0.761542891039258,0.0299746220658783,NA,NA,NA,0.0669823501261674,5.59970468998905
"Negotiation",1.0202014677526,-0.160529897589014,NA,NA,NA,0.122190375049348,10.8575356010535
"Coercion",-1.09904273353314,0.00789255181053298,NA,NA,NA,0.139360303245816,12.6302606005383
"Importance.for.society",-0.154874996316242,-0.349703798754671,NA,NA,NA,0.0127885105029414,1.01042565837399
"Importance.for.individuals",1.00642640680646,-1.17600499486705,NA,NA,NA,0.230186022724758,23.3231797584153
"Affiliation.Coalition",0.91220977247103,0.445398532418123,NA,NA,NA,0.112258823888062,9.86344725116672
"Occupational",-1.27937108984447,0.730837807302802,NA,NA,NA,0.23260546782888,23.6426319579339
"Activeness",-0.574495508741799,-0.243364419175772,NA,NA,NA,0.0429306603548095,3.49879718110764
"Endurance",0.784971782593204,-1.16605043723498,NA,NA,NA,0.182506615360954,17.4136161412975
"Synchronicity",0.063032724478724,-0.452773994936224,NA,NA,NA,0.0172573378826708,1.36970990141834
"Spatial.Distance",-0.0918144616663047,-0.238647448916768,NA,NA,NA,0.00563950762475326,0.442376379697067
