"","geo","model","value"
"5001","modern","Formality.human",0.00957941588042508
"5002","modern","Formality.human",0.00188683708273101
"5003","modern","Formality.human",-0.00264624511093925
"5004","modern","Formality.human",-0.00723879335629848
"5005","modern","Formality.human",0.00457388253288739
"5006","modern","Formality.human",0.00494940990692309
"5007","modern","Formality.human",-0.0013455383900313
"5008","modern","Formality.human",0.00173099244032651
"5009","modern","Formality.human",0.00518439011159778
"5010","modern","Formality.human",0.00177805194590871
"5011","modern","Formality.human",0.00871824263219516
"5012","modern","Formality.human",-0.0039744792576327
"5013","modern","Formality.human",0.0029524380087342
"5014","modern","Formality.human",-0.000544634103281171
"5015","modern","Formality.human",0.00793565628184814
"5016","modern","Formality.human",0.00818511525611257
"5017","modern","Formality.human",0.00717251558200144
"5018","modern","Formality.human",-0.00130163188298254
"5019","modern","Formality.human",-0.000556709266007809
"5020","modern","Formality.human",0.00396635947401961
"5021","modern","Formality.human",-0.00266201755273288
"5022","modern","Formality.human",0.000443884324004407
"5023","modern","Formality.human",-0.0030709161754535
"5024","modern","Formality.human",0.0128915478768772
"5025","modern","Formality.human",0.000247952205670994
"5026","modern","Formality.human",0.00336060974227162
"5027","modern","Formality.human",0.00338977419098221
"5028","modern","Formality.human",-0.00646318190032407
"5029","modern","Formality.human",0.0013381710185743
"5030","modern","Formality.human",0.00468200120703667
"5031","modern","Formality.human",-0.000513067343894994
"5032","modern","Formality.human",0.00941511292915269
"5033","modern","Formality.human",0.00783156732725014
"5034","modern","Formality.human",0.00669655982688067
"5035","modern","Formality.human",-0.00955291708349975
"5036","modern","Formality.human",0.00309584272721536
"5037","modern","Formality.human",0.00190674681249147
"5038","modern","Formality.human",-0.00341525964721034
"5039","modern","Formality.human",-0.00382801061036965
"5040","modern","Formality.human",0.00152306541948743
"5041","modern","Formality.human",0.00743149629478465
"5042","modern","Formality.human",-0.00212255886012778
"5043","modern","Formality.human",0.00106449150079572
"5044","modern","Formality.human",0.00471805745152484
"5045","modern","Formality.human",0.000753914406130789
"5046","modern","Formality.human",-0.00357899730627528
"5047","modern","Formality.human",-0.00403518940630475
"5048","modern","Formality.human",0.00636472543967456
"5049","modern","Formality.human",-0.00591887402794592
"5050","modern","Formality.human",0.00153002854377921
"5051","modern","Formality.human",0.00355587069036073
"5052","modern","Formality.human",0.000901147293261031
"5053","modern","Formality.human",-0.00326933399944186
"5054","modern","Formality.human",0.000991231145233534
"5055","modern","Formality.human",0.00756161397218057
"5056","modern","Formality.human",-0.00282235271560867
"5057","modern","Formality.human",-0.00426648086811079
"5058","modern","Formality.human",0.00313488668459344
"5059","modern","Formality.human",-0.000444835562631961
"5060","modern","Formality.human",-0.00756682914940233
"5061","modern","Formality.human",-0.00456972953490389
"5062","modern","Formality.human",0.00115434439428237
"5063","modern","Formality.human",0.00239089166531395
"5064","modern","Formality.human",0.000260855637491325
"5065","modern","Formality.human",-0.00119153723385989
"5066","modern","Formality.human",0.00795732576564282
"5067","modern","Formality.human",-0.00109077791891092
"5068","modern","Formality.human",0.00190358007094544
"5069","modern","Formality.human",0.00352011970198507
"5070","modern","Formality.human",0.00109308365307824
"5071","modern","Formality.human",-0.00397823037853775
"5072","modern","Formality.human",-0.000512169809780755
"5073","modern","Formality.human",-0.00177391958286168
"5074","modern","Formality.human",-0.00771777932714098
"5075","modern","Formality.human",0.00487353970117284
"5076","modern","Formality.human",0.00707496790226398
"5077","modern","Formality.human",0.00199541562583619
"5078","modern","Formality.human",0.010592026882675
"5079","modern","Formality.human",-0.006377794751883
"5080","modern","Formality.human",-0.00337127991149444
"5081","modern","Formality.human",0.00414385056852095
"5082","modern","Formality.human",-0.00667260480520631
"5083","modern","Formality.human",-0.000868703736455708
"5084","modern","Formality.human",0.00269746925384734
"5085","modern","Formality.human",-0.00525111600683407
