"","Formality","Activeness","Valence","Exchange","Equality"
"Valence.Evaluation",0.167865378086308,0.271657732806344,0.562905056092097,0.197651912468646,0.145140711885314
"Equality",0.0643007678914175,-0.053268613984716,0.0393451937042843,-0.091573370178512,0.838562682955252
"Activity.Intensity",0.447684462313006,0.471929107376671,-0.0180147138307488,0.0148916889694906,0.140807638738999
"Socioemotional",0.693066363393398,0.0890623992689042,0.106274120477067,-0.136077595276319,0.17207147223356
"Formality.and.Regulation",-0.746163794622362,0.165560129939276,-0.0248702349822519,0.123240743944132,-0.0841402184125314
"Intimacy",0.696314953685369,0.146407668766846,0.0426378515376121,0.12374449370037,0.12723768894525
"Visibility",-0.533059274558575,0.271715579320176,0.0789461156827365,-0.164563788074289,0.109023865350243
"Communal.Sharing",0.495067589013148,0.270097905364616,0.157626968655188,-0.183288242365215,0.20154753439952
"Expected.Reciprocity",-0.068734599726128,0.147383874135749,0.159723368147233,0.25020572160712,0.539707464319398
"Strategic",-0.617483063358753,-0.000113865525563264,-0.225025494317851,0.274089463704998,0.131540259683918
"Concreteness",-0.265846547187095,0.0610764044468938,-0.0248544384364995,0.478693738574533,0.133392074062552
"Uniqueness",0.566951569983745,0.310016651179959,-0.185839543126963,-0.0498608018105531,-0.0373763532864142
"Love.Expression",0.669580814353243,0.306822405720413,0.0772201139415552,-0.0960880268316958,0.0396730612842726
"Information.Exchange",0.00943265192700983,0.542854126614649,0.210438848816921,0.207445651402491,0.0360173992577088
"Money.Exchange",-0.00234287093887306,-0.0790834690730702,-0.029059550815213,0.816773470309871,-0.0562705292769382
"Goods.Exchange",0.0932719891423526,-0.13467685683915,0.0118077121542994,0.51445800897492,0.0475339563220253
"Service.Exchange",-0.125693718366711,0.0459001448290109,0.191392282107855,0.715632358777384,-0.167974773646922
"Attachment",0.619163769797072,0.368624009212797,0.11461538463506,0.023210444652484,0.0170470729269382
"Mating",0.620289397744791,0.0221549436800534,-0.126937324065933,0.204237544829978,0.0728771860376384
"Conflict",-0.0509741917949773,0.0452497889994659,-0.912695983015504,-0.064735995724414,0.0678057002944603
"Negotiation",-0.0518031896552391,0.149258270650771,-0.161387820329475,0.514797492417091,0.240756629039846
"Coercion",0.0892803808088123,0.0312589524704198,-0.738398034738934,0.131843151783816,-0.173708290268063
"Importance.for.society",-0.319012036543323,0.603234310679814,-0.0744667326671236,-0.029661813387614,-0.110147492252909
"Importance.for.individuals",0.117508624392186,0.717719514334538,-0.0402631097962476,-0.111087750224265,-0.00578628859578433
"Affiliation.Coalition",0.070010441833801,0.602966653902563,0.290487149225723,0.0606219673722315,0.0947543684355994
"Occupational",-0.675728553768412,0.314492223451297,-0.00283693757113585,0.298614037031842,-0.0915338161021856
"Activeness",0.11437199312806,0.643791473220951,-0.00528801285349983,0.119319573823325,0.071254074971077
"Endurance",0.368179358858042,0.538421542721372,0.0198645539020751,-0.17111500883414,-0.0614491708198941
"Synchronicity",-0.0348310298005249,0.61785827106858,-0.0830335558145102,0.094319885519285,0.107257253173774
"Spatial.Distance",0.152207592543184,0.624365469656202,-0.0449273602679383,0.0974717340499421,-0.0236150606335306
"Morality",-0.177268520344925,0.584540940734717,0.335359906249247,-0.217132402627409,0.0325784099793697
"Trust",0.136859940605735,0.634896724837363,0.384678612305827,0.0245803485744888,-0.0190347949661347
"Generation.Gap",0.0232051975675907,0.138970646361025,0.191914651076949,0.0297627848544859,-0.568461626026039
