,Valence.Evaluation,Equality,Activity.Intensity,Socioemotional,Formality.and.Regulation,Intimacy,Visibility,Communal.Sharing,Expected.Reciprocity,Strategic,Concreteness,Uniqueness,Love.Expression,Information.Exchange,Money.Exchange,Goods.Exchange,Service.Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance.for.society,Importance.for.individuals,Affiliation.Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial.Distance,Morality,Trust,Generation.Gap,cl_k3
Between twins,76.4501242584576,87.338279621613,87.6114117364118,83.3354737854738,22.4574234407568,72.6876903960237,59.3264951098284,86.2437790604457,63.3494308160975,23.7335257335257,38.2659892576559,90.0520183520184,90.6285564743898,83.0346804430138,17.3815704357371,28.3537912704579,21.5069695736362,96.1446073987741,23.4836085211085,31.9989606640923,45.4053773387107,17.2811235061235,43.2807422515756,86.0310589102256,84.7982657774324,19.6240393865394,80.1880184630185,94.9562183187183,80.0720350637017,88.0979091895758,88.1326810535144,93.7294548044548,21.6342998051331,0
Between a person and their family friends,83.5850288600289,70.6742063492064,73.476771685105,79.6761944845278,30.3651996151996,62.4826238576239,62.6561087061087,79.1976110309444,64.5309844476511,30.9398749398749,42.0362874779541,57.9355340647007,78.8368824077157,72.3261087677754,21.9523296148296,29.7100119016786,26.6257298257298,79.404544992045,29.4835457752124,32.4891976606889,43.2820873570874,19.7376103834437,55.6884874384874,81.1932996016329,75.0922788631122,21.9435780269114,77.833125362292,80.4168248418248,66.5497681331015,70.7929095595762,83.3264841639842,84.6508520800188,49.0807487265821,0
Between a person and their deceased spouse,72.7928411095078,65.0200577200577,65.4036155202822,75.6146184062851,25.0114558281225,69.4883357383357,39.1413780663781,74.9171436588103,46.6075036075036,23.3976350809684,30.2221500721501,78.8520576645576,88.4848474056807,41.528512382679,19.3852394519061,22.2614305447639,18.0263710055377,87.4459384751052,57.7914690248024,19.1699119269295,25.503617370284,13.5145564312231,40.9880466755467,75.8243315326649,64.4603885312219,17.2799094424094,48.236064706898,76.505545688879,46.4040871165871,39.7115481740482,79.4195301611968,76.064185660019,26.2711188502855,0
Manager and Staff,62.519532627866,28.7936868686869,48.6724587141254,28.019733044733,82.3404240820907,29.0144620811287,75.3866201699535,31.5475468975469,60.3640331890332,80.2436788520122,73.7783309283309,30.4937419062419,20.6780352363686,75.8812036728703,80.5415790999124,48.9075615742282,73.7476215142882,29.2979720896388,16.4409524117857,51.9178878301685,62.6429103304103,38.832765691099,64.614915331582,56.1666242707909,58.7455962247629,89.2760734635735,61.8308507850175,48.5790687707354,60.959342971843,57.5287299120632,70.4942932067932,60.0251735918403,54.4702818786152,1
Foreman and Laborer,57.5521564854898,29.8778419111752,44.9925605258939,27.8390051306718,77.107708032708,27.6005812089145,74.0435105018438,29.8390812890813,58.000328683662,79.2832090748757,72.5859307359307,37.2260401635402,18.4110969277636,70.4509743343077,81.6561372269706,48.2384185259185,78.335907302574,28.0996312329646,13.8230325230325,53.2908805375911,58.8288332038332,43.579598333765,60.4556714890048,52.5725074308408,57.014366343533,87.2424888383222,58.6375437833771,42.6235727235727,58.3073275489942,58.0109836151503,65.9415928207595,57.5832954082954,50.5034084742418,1
Owner and Manager,61.8087381754048,32.8228515311849,47.2828282828283,27.8917668751002,80.5232002565336,27.6756974506974,68.726290684624,31.3699454866122,60.4539963123297,80.6469175885842,73.2641694725028,43.4293948335615,18.1983949692283,76.8391150516151,82.6451092117759,49.4955535205535,75.0592268842269,28.1016677766678,15.8504256545923,49.5157337870057,65.291904700238,37.8613816738817,61.6891653099987,55.2790826457493,61.5667614792615,88.9351193559527,60.0727701311035,50.4055114638448,59.5934385059385,56.9036334036334,68.0382410799077,63.4936057769391,49.9270097186764,1
Union leader and union member,66.0450416867083,44.3014149430816,43.2550384800385,34.1467011383678,70.958822350489,27.1263628346962,72.2894019560686,41.5192680776014,54.7669552669553,72.5640251723585,62.0576919993587,37.1869523994524,21.4261456136456,66.8357870524537,54.902191635525,37.8788554038554,65.4498741998742,27.0383042883043,14.4457579457579,41.6067687754091,63.4766190599524,33.2275704234038,64.5431405014738,50.1893287268287,65.9916819291819,75.3235409652076,55.6220470887138,48.2200853159187,54.5015311848645,46.4612461612462,71.4950629617296,63.1999546749547,49.592961359628,1
Manager and Assistant,64.1130751964085,32.2495350328684,48.5923921757255,28.5205587622254,77.1195526695527,28.8382836299503,71.1910173160173,31.7177288760622,59.4347322430656,77.0651515151515,72.1400152316819,43.2255309505309,21.0548561006894,76.60668667752,77.902078014578,45.6805145471812,77.108857654691,32.9595191845192,19.1635131843465,44.2823590071397,60.6392006142006,35.6588255879922,57.7817549734216,55.258004958005,63.4157432074099,88.5657432074099,62.0224308099308,48.8313584563585,61.2609851568185,61.7880693380693,68.2605504063837,67.5902649819317,49.445072982573,1
Chief and Deputy,74.9946841738508,33.0244380619381,66.6203566495233,30.6612968821302,83.2796906796906,22.656630714964,78.7732680899347,44.6473777765444,68.1488668738669,76.3719269927603,70.158442945943,59.7759089313011,26.6202164756086,80.2479970283892,59.2663167079834,40.6226908893576,65.1337510528687,41.34307468131,15.0629587007038,38.7341790743751,49.7138654192576,25.9499740636996,67.6229457271124,66.4649009940676,81.3067119608786,90.9948432740099,75.5980499438833,61.7700276575276,76.9363997113997,72.1938492063492,80.1986251402918,77.9211880711881,48.2487333654,1
Supervisor and Subordinate,72.1226888851889,25.2741483824817,56.4304009262343,25.0384140550807,85.0432638349305,22.3501749793416,79.7210772252439,34.3137145262145,62.4920482295482,76.2138222888223,71.5963647463648,45.9050979884313,24.5091653081849,78.0597699504562,62.8962558683147,42.1061252473017,67.3624068016225,38.9006891801009,17.1954870655851,43.7843052009719,46.338695726931,35.0825237217394,63.0420354337021,69.6596600929934,73.1073773448773,91.7287598204265,73.4794672919673,62.0409471701138,73.3714145422479,68.7618446368446,75.8135281385281,70.428050344717,57.8718514510181,1
Boss and Secretary,80.0094084927418,24.830365005365,66.3030350822017,29.9712028712029,81.7463044671378,28.8930145471812,72.4163942538943,37.4588067796401,61.1056531431531,70.0304237429238,71.0958635500302,58.3081949096655,27.0558984407024,78.9498305615953,68.3789810226085,43.3691076352841,73.946011704345,44.9639823321196,18.5503182728673,34.5555561903601,44.3454190508112,27.2139136281293,55.9414141414141,65.7870290203624,73.424525012025,91.2739337822671,75.2150092191759,62.7432359307359,72.2664081289081,73.915690636524,76.4023949815617,77.3661375661376,56.0226170434504,1
Entrepreneur and Investor,75.5953046953047,57.8292250958918,54.4790007831675,31.711647303314,78.6425162800163,24.0170482295482,66.5386104636105,36.5572372072372,79.6396145521146,86.2213798547132,79.6152464819132,48.9530796726875,25.4941892711501,75.3669956767996,90.8465904284532,60.3545556476929,70.5466811510929,37.7210207004325,15.6493426508132,40.3153783761627,77.9480743113096,28.5319184809381,71.9532968574635,67.2792949334616,73.2703884078884,83.4901815776816,66.4765011223345,58.6137185345519,63.5559724226391,43.2068642776976,75.8377044252044,71.8621372454706,45.5621031746032,1
Intern and Employee,72.7714489214489,40.7291228832895,51.22872328289,30.5400335775336,74.2438009521343,25.7660355077022,80.0388298429965,43.8010452510452,60.1325301241968,62.00382996633,61.3846374304708,41.4672940712156,24.7921112656407,70.8091597581794,48.2982001114354,38.498926400397,61.3996940423411,36.6454625802665,15.0803479563283,35.588357811397,40.9836474890396,26.8342327425661,52.2340768799102,56.144404361071,63.7739898989899,86.9642556517557,66.7547118005451,40.8453282828283,64.3186788520122,63.7936868686869,74.2302208593875,60.6896825396825,61.9642736892737,1
Lawyer and Client,82.9067733192733,52.4163404496738,59.4388389388389,33.2709742418076,83.4916361416361,29.5971523846524,58.8247322122322,36.9025631775632,69.5436235061235,75.588044671378,76.848268706602,49.2831919170154,26.0288920955588,80.5427427692134,81.7917177230903,44.96886682671,83.5164052178758,40.4661124097399,14.6638107535166,30.967775361893,69.4119479648892,23.3352625406547,73.6601651434985,72.6251743626744,76.1166446208113,84.9890752765753,77.6138147346481,40.5058020683021,70.6776595318262,63.8759900593234,77.8123196248196,81.7102212602213,47.3869668911336,1
Judge and Lawyer,52.3950734450734,38.0362649695983,42.4713331421665,24.596602009102,91.1684881476548,20.3954992538326,74.5714228672562,36.4450865492532,54.8129942588276,73.1331239747906,62.6630699547366,46.7630072541837,19.6615967365967,67.5823550813747,34.0512198585728,30.5201084318731,47.5686639431737,23.6077592523671,15.0872840848331,46.0144501649404,64.6793757984935,29.1453648022275,76.7482704024371,61.4054994388328,55.6907347282347,86.4357643899311,61.8182499599166,45.3584355459355,64.6500761584095,58.5559984768318,78.329797979798,65.0580747955748,55.4217131633798,1
Victim and Criminal,14.7537254412254,32.0396142437809,28.4622084705418,34.7278958695625,40.6741423699757,22.41368662202,51.3166160999494,24.135378972879,22.7711997878665,43.1679547304547,47.1952132743799,48.8186838941741,13.0374359844948,21.9161795539246,38.6403099260942,34.2255997452076,13.3538106773401,15.3078303323401,15.3958545448742,92.4273910367048,19.1493954121405,87.2461368152545,53.2328523328523,45.1710137085137,16.3052188552189,18.9068241943242,26.4924202340869,23.1490720699054,44.1920113836781,51.683974667308,14.7128507295174,10.8453142536476,45.6727934102934,2
Drug dealer and Addict,58.0839208630875,29.9876313501313,54.6879019129019,35.420539337206,37.0872730664397,33.5297631380965,21.298875353042,26.9802766677767,56.4352776852777,68.3001429126429,82.8495008078341,43.3415017081684,13.4655508072175,47.4717165550499,90.0823739532073,83.5358958942292,76.504538979539,37.1581372331372,15.0749434207768,44.580584384751,66.5148996065663,47.1658569825236,33.3762225428892,53.5295895462562,63.9783128908129,47.7896825396826,65.0563892897226,57.7323392656726,68.0418450376784,64.7880651755652,14.1377384960718,40.0641794933462,34.3507956549623,2
Victim and Witness,59.6945651570652,58.9748484540151,38.5634755676422,44.5169729961397,51.1821767738434,33.7761799928467,57.5474389807723,52.9655044030044,35.8977320518987,43.8479744021411,40.4243631368631,58.947444376611,24.5999395666062,51.7442478817479,22.4688686313686,24.0762900679567,25.696468654802,24.5882777716111,15.0550238341905,34.4094067969068,30.6283053366387,29.714632281299,69.4810485810486,61.0648368606702,48.866682700016,26.495658970659,43.3457571749238,22.4916967291967,62.0670113836781,54.4087161295495,65.8437008978676,51.1140351932019,43.5167849126182,2
Criminal and Police officer,19.4724181682515,23.9153374403374,42.3953848620515,26.3254288920956,69.6419622044622,22.350694367361,65.6385622093956,30.4857418815752,25.23480670564,64.7750311416978,48.9040861915862,41.0146042229375,12.0643005143005,42.5058421516755,26.8772947731281,24.5303204511538,30.8730584230584,13.6260356927024,13.4235056610057,82.2297825631159,33.888737342904,62.8528935570602,81.0389750681417,59.6934624017957,22.2256673881674,62.3996131954465,49.0830928330928,33.3323352573353,49.3284371492705,45.6692199775533,54.4775553150553,19.7549102132435,48.9610710277377,2
Criminal and Prosecutor,23.0781507073174,23.9271523229857,37.4103521478522,25.726687355854,77.7504703629704,24.1891317016317,70.1302002010335,30.4469166635833,23.868717702051,66.6211285627952,48.2925088800089,45.788867305534,12.2452663077663,49.2598865640532,33.1875349958683,20.2776222234556,38.683972971473,16.4539597747931,13.2843324884992,70.326161646995,39.784502997003,49.8928552928553,75.6790764790765,57.5670654962322,26.3120290203624,64.0982122815456,48.1207110790444,32.4521965688632,49.8153178611512,44.7469115760782,57.577411014911,27.6115179573513,51.9019741061408,2
Criminal and Hostage,23.1498598623599,19.6162100245434,39.2700720575721,33.4074100282434,38.3925659217326,28.8463345296679,37.9493401660068,26.4991596366596,25.4706128747795,64.7792477584144,55.6167394334061,56.6420280336947,11.0589618714619,33.6060014060014,45.2235326401993,34.4305211763545,19.342391713225,17.312693633527,15.7910200910201,82.5552174677175,40.9892265142265,83.6058555641889,45.0018458393458,50.9579064454064,22.010417668751,23.8480840147507,34.3202561327561,22.9072991822992,56.4815135481802,58.2271284271284,21.4814494147827,16.2038439955107,44.9865019240019,2
Defendant and Plaintiff,19.205533663867,43.8344918969919,44.4862208778875,32.366481358148,66.4657735782736,27.300152316819,64.5324303782637,32.6745700287367,28.6478939270606,65.6532823657823,51.6277472527473,53.1235802777469,14.7578097828098,48.9405663780664,39.7992889826223,25.3325922534256,27.7865729949063,17.6261058386058,15.2399443149443,71.1703406161739,47.3364044905712,43.2916207249541,67.6172057880391,59.6182158890492,27.5910654160654,43.4320526695527,50.3793450376784,32.1718674843675,52.2665804874138,46.8242384159051,54.0069143819144,27.2260882635883,43.774202340869,2
Police officer and Offender,24.5014853973187,28.2128006253006,36.9778388278388,25.688306292473,72.2562975604642,23.7766724016724,68.5852830811164,31.084671655505,27.4640358098691,55.309864364031,51.6758693467027,38.9560044893378,11.2751311959645,49.3697194780528,40.7400044400044,27.2003937420604,40.9526092734426,13.0710245001912,13.1230149480149,72.0151260776261,37.0257854799521,51.0802672636006,74.3358205066538,57.2017556517556,26.6292588584255,66.6116241782908,48.2515772807439,25.2781285072952,57.2146845438512,49.8288219496553,57.0915404040404,26.5505972422639,47.1907166907167,2
Police officer and Civilian,68.4547079463746,49.2288367496701,39.304333321,37.7256106547773,64.3079645662979,34.5384088134088,77.637658329325,52.2786067327734,48.9948431198431,46.2541882500216,43.096982338649,27.8190608773942,28.6938194521528,56.3134393384393,27.4185303893637,24.4352505519172,56.8911916786917,28.5667685709352,15.7503755503755,28.4663009829677,35.3390868390868,28.5660533910534,82.6934082892416,69.9214405964406,65.0282627865961,68.376138367805,53.1471801346801,48.1460076960077,45.9530984447651,47.4230319063652,79.0583894500561,68.8088804713805,49.7628126503126,1
Parole officer and Parolee,46.3541134791135,21.3081279060446,44.1988804405471,25.8180993389327,79.3814437876938,25.2599191703358,56.1013491909325,30.0418779522946,36.1867707909375,61.7647168418002,53.0534078575745,51.9286433791336,15.98295231457,63.6699714591871,26.7684221551869,25.9941124960733,48.3262459581087,26.6633839018643,10.3784074494859,56.702959903205,38.6477224935558,55.0894873554187,72.1403907820574,60.7144813519813,40.3359492359492,73.8973526473526,54.4169060877394,42.7395430187097,65.0671814296814,55.0183327474994,66.0418336293336,39.4490111740112,45.7785840702507,2
Consultant and Client,71.1735529131362,51.3805068388402,46.149208353375,29.5144560686227,79.9428761053761,26.9102449248283,57.5440677378177,34.9569496861164,60.2688819667986,77.0155325384492,71.2016885891886,43.3313965264946,18.4173687695747,81.3117624840664,86.3096372853726,52.2323862774843,85.4560404102071,26.2163633751869,12.4467083751397,30.7861397407966,73.9310376624102,22.5165442582109,63.7697248738915,62.8925942884276,58.6930722055722,80.7374813458147,66.057200361367,36.2965819674153,60.0444395111062,55.0438344063344,70.6647597772598,61.3726064059397,44.1326257076257,1
Chef and Customer,70.5282344199011,51.6614542093709,36.8839580943748,31.6392396184063,68.3733421670922,26.8835441564608,69.5749878208211,29.7200007554174,56.7065667357334,58.9688794230461,77.5563896751397,32.0336961241373,22.436206794295,45.2964779229485,74.0061194343057,70.1770849792909,80.4165817388857,22.5616221469163,12.3923686154078,23.0830194406175,42.8625207309031,16.709636151793,57.1661061161061,53.2016095016095,47.2650223233557,76.8044117919118,41.7785721994055,24.8825452325452,52.0591417841418,50.7236992945326,73.7648143523144,60.8730380730381,47.3616913950247,1
Customer and Server,72.5528759820427,50.4545770587437,41.926945045695,34.0779012654013,68.5330501288835,28.938299354966,77.1251867731035,34.0408868908869,57.3282014282014,61.0120829016662,75.7355828584995,26.9225710745319,20.9415575437634,55.5776661519309,79.0993937163055,71.0205089844796,89.1530673030673,25.049881364097,11.0987311345154,27.5818270509447,45.6677684243861,20.724896735436,59.4159567284567,56.0855884855885,51.7601652976653,75.925664304831,59.9162878787879,25.0733622858623,60.5033751742085,67.073803973804,72.4014226514227,58.9203876370543,43.3812062937063,1
Customer and Businessman,63.2012633970967,52.2448081239748,43.7731921627755,30.3586112961113,76.2137822054489,28.7864170551671,63.7398037918871,32.2728009644676,65.5200131658465,78.4073557615224,78.1970779220779,39.0626867867064,18.8327690646318,66.9184716336677,89.9427039645177,73.6870063306338,81.0053834146971,25.8814693567145,13.5009022567846,31.5831529037411,77.8002011695639,22.7759053038465,66.1824354657688,62.5735158360158,57.3957172457172,80.449964695798,59.7013412513413,40.8817352400686,55.5697866947867,51.1522411230745,67.9269929144929,60.1722317805651,47.4089355089355,1
Doctor and Patient,81.8840098944266,43.2100848225848,58.9265683390683,44.5781665864999,77.7744924057424,41.4757350674017,48.3221098346098,39.3967726717727,49.3134327863495,55.1062284937285,65.2726869581036,47.3006505205035,39.7147295605629,84.9349107047636,53.0384577387028,38.4235425612876,79.7533373217197,50.78863607344,12.2329263873382,24.5684252113174,38.7073104092712,21.1836863300099,83.3260514177181,77.0841878800212,66.6834895043228,81.9961823670157,70.6283640741974,54.5215275465276,70.4118953577287,76.4267886434553,86.1795155461822,86.1075714409048,51.1758519258519,1
Doctor and Nurse,77.9961865295199,43.4436679832513,69.1597603785104,43.2197839197839,70.2692812588646,39.6839167776668,58.8705221476055,51.8187311145645,58.2698062739729,50.9338781588782,57.1907233969734,46.7517604490644,33.5831788581789,81.2261049317422,29.6105305279325,31.5375387230779,52.8549785091452,41.743993370464,15.7253411711745,21.8495138031903,32.8566486708644,18.8385160137611,76.6483457900125,70.6467621884289,80.5988089071422,83.3191026566026,69.7651755651756,65.4268678852012,74.8439665272999,77.264288951789,83.7475095891762,84.0046994671995,47.548885682219,1
Patient and Caretaker,78.9120027349194,51.5833969271469,66.4281228802062,56.5653269569936,60.1285104555938,47.6178697845365,53.8180150096817,47.8665102644269,50.7822214822215,49.439690325107,59.0308846246346,50.1246744722235,46.1623132495681,68.2014756394658,49.2471464900387,37.597638907933,76.2267208735346,59.8676781914527,15.1129571136924,24.9958531120296,40.2852754906677,20.7636520433089,70.9077499660833,75.8444331902665,63.9524267399267,71.4016605308272,71.0506541298208,58.8296283962951,72.0900044400044,79.4456669873337,86.7295178586845,85.4534104784105,54.789288026788,1
Driver and Passenger,81.8909299482958,60.1280224319311,29.6398509604908,29.1292722127087,58.900829526797,24.6714130712196,72.4322467784671,35.4291669401576,58.143214270059,52.3643988545949,79.4240974511098,31.0286115119448,19.862025012025,40.4526515151515,77.3680796055796,48.2193662818663,88.3375521083855,19.0542508417508,14.3243586660253,25.2043089626423,51.4772827481161,15.587012987013,60.0588405421739,52.2702355514856,46.9440234919402,65.6108962796463,46.9341562758229,17.163410355077,68.8107344044844,75.375916367583,76.2106587085754,60.9534181096681,49.5532119115452,1
Coach and athlete,83.4381463193383,37.3058301586423,74.5523988247544,45.8662969545839,61.1168736539996,43.3153839357142,69.4492347999056,55.0598827747951,61.3868408070162,66.4730256986449,55.6394271516047,63.7635982844316,38.7289742664743,86.7292748917749,57.1048941798942,33.3819404361071,75.1771364438031,64.2733645983646,13.85867003367,32.4979417187751,52.1048921757255,28.781411335578,53.9251691210024,72.4724500037,82.813278696612,85.980018284185,80.7354985292485,63.8926838593505,76.0037896517063,81.8077352431519,81.9482660086827,86.1042676459343,66.4747729893563,1
Team Captain and Team Members,78.8868654994816,42.6781566109997,70.456247305899,42.9403458293035,57.4497725509593,40.8516499925943,71.82993588894,58.6126709638448,67.1481690293997,66.1261573823493,49.0391694013856,53.7215347923681,39.044398348565,81.9883597883598,38.9340528298862,32.4852132435466,55.8983425525092,59.5830547538881,12.7136704345038,36.9841590508257,52.5719717011384,30.2150052108386,52.4229700083867,66.6743151909819,81.2536761078428,75.5229214458381,76.1677889240389,58.6046834338501,76.9642918038751,75.464872704456,78.3449418636919,81.1596022804356,40.321338306755,1
Club Member and Club President,73.7042675934317,36.9124287267218,47.8645294424835,35.6726554677406,67.1442848646022,28.1875897036114,70.5568392587613,44.6886102478724,55.3208977645639,59.0849395196402,54.9357000699106,46.5656285072952,25.8531625781626,63.1253306878307,52.2170614878948,35.7443261984929,51.8735209235209,37.1835798460798,12.1417528459195,29.8400953984287,52.8649851691518,24.9875721500722,45.3805144700978,56.7800114237614,73.8360669423169,66.3233196587363,59.9223402369236,51.9423450777618,58.027850698684,55.2576704930872,71.727936338353,65.6248753561254,56.3915404040404,1
Politician and Supporter,66.890317997658,36.1320082919412,37.656212228413,30.2210188733409,75.4292702233363,23.8166869365012,76.4540685263595,32.5262717483564,46.7750811218174,66.4708110626712,34.0662279861712,33.4274931858265,25.3329324995992,53.1651895943562,50.1656565656566,37.3532247073914,54.5924062049062,35.2588724547058,12.9867163700497,39.4079204745871,50.8136784511785,32.4520462562129,72.8555832284999,60.2880953922621,71.2098036223036,61.4544175731676,50.1278037548871,49.4716191216191,49.8307803307803,35.3505200046867,62.9356941669442,62.7308566433566,57.0014086993254,1
Leader and Follower,71.6273575691403,26.8487513031631,47.5771235582252,40.0502956938715,63.9252984144625,29.8316400365678,67.4574365177306,44.6572626657637,41.4817513402395,57.5613295339947,34.7362059351611,41.9223304473304,32.7316137566138,59.73363997114,32.2058080808081,30.5124559082892,44.2702841911175,44.2300905884239,12.949695366362,30.2896645021645,41.5132555715889,33.582367324034,64.7849123099123,67.020922287589,70.2899997379164,57.4146074604408,57.3970871720872,55.5429094054094,58.4365931907599,46.3735104401771,68.8909705263872,69.4334038646539,56.4571985113652,1
Representative and Citizen,68.0798619623697,43.333225573112,38.4339454481611,33.4940413020263,71.7782119034312,24.8357228364839,78.0144783321254,41.9187759098105,45.8430205954845,58.0464808163209,39.8444030661652,33.9287838704505,26.3899090107423,51.5125721500722,34.5626422959756,32.2641293891294,55.3167849126183,32.3589165464166,11.9399029982363,40.4051346801347,49.4150192400192,26.1660794452461,76.3925520467187,63.5141931371098,66.206016360183,59.4382561882562,50.3354301562635,50.1232886712053,47.5018260289094,38.2180920930921,70.4968228530728,60.0096378929712,52.5837994567161,1
Officer and Soldier,65.007830750452,27.6443026801773,58.0812208798922,31.3708129742443,84.2721295355067,26.8608486022444,64.6638905785191,46.6173131430355,47.7849650063272,63.8925540193858,51.8326607459734,55.214247635081,25.0390291806958,66.0613756613756,25.0033449575116,29.5614117364117,50.9053110469777,39.8956930415264,11.6996853455187,36.9556597723264,29.9406725990059,54.2270402437069,68.5222902097902,69.0970778449945,75.6227752186085,86.1166245020411,68.9776658526659,61.8885552718886,70.7003359295026,72.2625663688164,76.314633977134,80.9701020430187,60.7056304806305,1
Babysitter and Infant,83.3161515953183,24.8338869463869,71.529333321,57.6690409898743,43.2506357839691,58.3948273948274,58.7257463215796,49.057874995375,40.6741587116587,36.6045675004008,59.533210616544,58.7256012506013,70.8542408209075,62.2888367805035,55.2742544492545,37.7653399070066,80.5989498156165,76.0859948693282,23.274342632676,23.74613997114,40.9053190636524,22.3860910694244,67.5335102397602,77.6179300637634,63.4144192227525,74.7978307957474,69.2199844908178,49.5932044807045,68.3866227907894,86.1983393920894,85.0893467643468,85.9859100775767,80.983748350415,1
Religious leader and Congregant,74.1711059002726,25.2247874039541,56.9306070472737,48.4390842182509,69.7433190266524,35.5342282717283,71.3289406581073,48.4810678519012,39.230854639188,52.5189791689792,30.6132440090773,39.8948132114799,43.7217011383678,76.9205427288761,44.0307319223986,33.205455347122,60.1579645662979,57.3541726791727,16.1908649991983,26.9125861792528,42.916354016354,34.0537958954626,53.5243557368557,66.2217314321481,76.3917681855182,53.0114353239353,66.8479888938222,67.5995591599759,64.9275910046743,55.6858792442126,71.9287089453756,78.009182946683,54.9837730171064,1
Between religious followers,67.102970332137,71.5615881032548,52.9389027639028,59.439884344051,44.1245963912631,33.0325504742171,67.9972209888877,63.0089267214267,51.8097414930748,39.7849511599512,27.1997519455853,34.5912377745711,43.968935385602,64.168570626904,25.2062570145903,30.505772005772,32.9158249158249,47.8685145101812,17.9059804393138,36.0865119448453,41.4862995029662,25.8034511784512,43.9280560488894,56.462338279005,73.0187997958831,30.2841358487192,58.7446064737731,58.7530016280016,59.6829398996066,51.5072107676274,69.9049086715754,69.2144495165329,44.427972027972,0
Prostitute and Customer,54.601085026085,28.539888660722,29.7362128612129,24.8965500548834,53.7488477571811,59.7692010150343,12.2648112689779,15.9984615692949,52.5307493432493,68.9334346209346,79.037307291474,41.290404040404,16.0866001282668,24.4937229437229,93.6568542568543,58.1665103415103,89.7258978675645,23.9374258457592,58.9091710758377,35.722923681257,65.2409090909091,41.1352693602694,21.6237197987198,34.0172409380743,31.9112618091785,68.4491365887199,58.0852232643899,14.4000820938321,58.194858690692,69.9091287570454,21.2044532627866,32.4486323861324,39.5647402751569,2
Guide and Tourist,79.8840361798695,52.6791828541829,35.1970990429324,25.957747653581,75.9523177439844,23.6307010890344,83.4059218559218,29.137625645959,54.9922176588843,70.3846961680295,72.8830741789075,32.246973705307,21.571164021164,80.321797338464,85.1400793650794,54.7569504569505,88.5320306236973,26.9171075837742,13.4728114478114,19.5595117845118,54.4497354497354,17.4393939393939,54.4719832636499,52.7199798658132,52.2340227673561,80.6175057966725,65.690615326032,23.5360778110778,63.5959205146705,63.2462038732872,75.6703204203204,67.1329725829726,46.4171065816899,1
Athlete and Referee,54.5175258383592,36.7808467766801,40.9017107892108,24.9892652100985,79.2188903688904,23.542649017649,85.4955260788594,39.0849294224294,44.4089529297863,69.7006168214502,52.8583011124678,39.8432980599647,22.6649510982844,52.8732243065577,35.3292809042809,31.1032988616322,54.0078002244669,24.6994388327722,12.1100609267276,53.1837502004169,43.0518799102132,32.0029701779702,55.6960974981808,55.4385029322529,49.4975552996386,83.2991728179228,62.6793950648117,30.356725373392,64.604020979021,61.9949492636993,73.8430214846882,59.7386701261701,49.3627200731367,1
Slave and Master,24.7270991354325,13.1335701335701,42.2764359097692,24.0459266042599,57.2965992340992,26.0163726705393,35.670837033337,22.2259052675719,24.3123883832217,53.6647463647464,53.6304308345975,54.2286235369569,11.552252685586,26.1829204745871,51.2411014911015,45.1148148148148,62.9959595959596,25.3497995831329,19.0878587461921,70.4249278499279,24.8183341350008,83.8222382555716,28.077872282039,38.7871182829516,19.8915108040108,46.3452408702409,37.3870126015959,58.7493245951579,42.2921987734488,57.6719284573451,17.3464414443581,22.6926351426351,49.3002867502868,2
Reader and Writer,82.1311737645071,65.7516417224751,40.1370240870241,44.7447899322899,58.8229397146064,28.9701337243004,66.0385435552102,41.6057627557628,50.504721358888,52.1498826790493,51.2558800767134,39.2633277216611,45.7962161295495,75.495049703383,54.141341991342,62.0406365239699,59.8926807760141,45.558834375501,15.6910974827641,19.3100649350649,33.9111391694725,17.0467011383678,63.4732312440646,62.5400704234038,60.0478425895093,66.4388931284765,54.8982305503139,48.1853349582516,39.0300364758698,30.1383986383986,74.7036132077799,63.4820837341671,53.8607014898682,1
Reviewer and Writer,51.0060240685241,51.8278366695033,46.9806639348306,32.9287208162208,77.0802466052466,26.9056679431679,78.2275500733834,40.6841000049333,49.0572200947201,67.7564463314463,46.8497075455409,50.8166055395222,25.665042287959,72.747616041366,44.7992093554594,38.9389119368286,55.6360099005932,23.8530403238737,14.6922208193042,50.511869688953,39.5673490860991,23.7824825637326,59.9383301883302,66.2712949087949,50.4854111937445,82.7867573784241,54.3266428016428,36.9277037777038,44.5667349625683,29.5426991218658,79.0882299798967,45.6417152292152,45.6718574635241,1
Performer and Audience,80.6309761226428,52.9173718257052,48.2039454372788,56.8697746697747,57.6840246173579,37.5574305324305,84.508100387267,43.4474198640865,46.1856045189379,53.012402720736,46.034480642814,38.5169422398589,49.2940856982524,58.8551537197371,63.3490790844957,35.2611040965208,73.493899310566,45.9761042969376,16.7460878627545,27.8062840708674,32.2613516113516,21.5473705307039,62.4126097667764,68.6703110161444,62.5072971781305,74.5777076318743,60.9990270531937,38.2681195347862,72.7592003675337,63.1090502090502,80.4436250477917,66.5675121175121,46.4885224343558,1
