"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-3.13264923284776e-16,0.0697623790147697,-4.49045642807642e-15,0.999999999999996
"scale(x)Lexical",0.239339488933181,0.110782176084029,2.16045123316264,0.0322447574995317
"scale(x)personality_all",0.014266478577491,0.0784058461963228,0.181956821711594,0.855849846182986
"scale(x)Coordinate",-0.161945069197226,0.0810684974112068,-1.99763254986441,0.0474728814048738
"scale(x)Climatic_demands",0.111445675173131,0.077972872099295,1.42928780449705,0.154895707799104
"scale(x)subsistence",-0.108908038130065,0.081197579183134,-1.34127198403825,0.181756979715507
"scale(x)disease",-0.0672528553183953,0.0813493759196683,-0.826716303082728,0.409644616776076
"scale(x)modern",0.187398931569336,0.0723773152443572,2.58919429294451,0.010518344017819
"scale(x)Hofstede_6D",-0.0771499681888196,0.0821251329428244,-0.939419705323723,0.348949225616536
"scale(x)new_gendist_weighted",0.00849066272751881,0.0910610220507525,0.0932414609050464,0.925829865426636
"scale(x)religion_per",0.214394439159189,0.111107125190153,1.92961917421826,0.0554457727663047
"scale(x)idealogy",-0.0787522737409399,0.0766861361015303,-1.02694277928769,0.306017022487
"scale(x)demographics",-0.309404903683722,0.0806683124897837,-3.83551972433918,0.000180686582012938
