"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",3.08068579552577e-16,0.0701405422606668,4.39216136093854e-15,0.999999999999996
"scale(x)Lexical",-0.0525044750540414,0.111382696706851,-0.471388075584383,0.638013875781476
"scale(x)personality_all",-0.0846212735396687,0.0788308633719646,-1.07345359317431,0.284704362729149
"scale(x)Coordinate",-0.107825515900917,0.0815079481087601,-1.32288345373435,0.187785550781512
"scale(x)Climatic_demands",-0.000618514391642188,0.0783955422378628,-0.0078896627791097,0.993714978059216
"scale(x)subsistence",0.042738693616637,0.0816377295985374,0.523516440582183,0.601348406263098
"scale(x)disease",0.0171658477094786,0.0817903491846851,0.209876200316954,0.834034683971827
"scale(x)modern",0.260824929958077,0.0727696533619596,3.58425412116122,0.000449932012834802
"scale(x)Hofstede_6D",-0.0431956053507501,0.0825703113797124,-0.52313724665647,0.60161162654261
"scale(x)new_gendist_weighted",-0.16690931371939,0.0915546395586378,-1.82305686007851,0.0701849421714312
"scale(x)religion_per",0.32851467913804,0.111709407275392,2.94079690467042,0.00376583218482891
"scale(x)idealogy",-0.211374583723577,0.077101831187521,-2.74149887840521,0.00682133016242391
"scale(x)demographics",-0.036253496887525,0.0811055938916367,-0.446991325110849,0.655493443265994
