"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",5.89437151524537e-17,0.0506749509980213,1.16317261273238e-15,0.999999999999999
"scale(x)Lexical",0.00476215316348598,0.0804714722146129,0.0591781538529031,0.952884991476972
"scale(x)personality_all",0.133038448240735,0.0569535109047223,2.33591303024839,0.0207521946624803
"scale(x)Coordinate",-0.212919053007721,0.0588876439108587,-3.61568300015582,0.000402405201687643
"scale(x)Climatic_demands",0.163014938534909,0.0566390012584034,2.87813935473875,0.00455428892615184
"scale(x)subsistence",-0.0792643368504432,0.0589814080937826,-1.34388681810393,0.180911627724136
"scale(x)disease",0.00398712726930346,0.0590916722833669,0.0674735900210046,0.946289994931332
"scale(x)modern",0.347189258372026,0.0525744241405476,6.60376721281591,5.78830205145329e-10
"scale(x)Hofstede_6D",-0.146502302046969,0.0596551772797559,-2.45581873573084,0.0151396361980128
"scale(x)new_gendist_weighted",-0.0563501671069734,0.0661461506247467,-0.851903951700125,0.395556799698625
"scale(x)religion_per",0.561205508024099,0.0807075131905983,6.95357205095342,8.87882632246012e-11
"scale(x)idealogy",-0.125171700123753,0.0557043243658578,-2.24707330263345,0.0260202673768031
"scale(x)demographics",-0.0517644170625449,0.0585969521143681,-0.883397774026068,0.378363561045447
