"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-1.1125593595961e-16,0.0523399025442704,-2.1256427802002e-15,0.999999999999998
"scale(x)Lexical",-0.106977708801825,0.0831154037716043,-1.28709846728041,0.199942342602301
"scale(x)personality_all",0.170498914977786,0.0588247477619386,2.89842152265214,0.00428391211454407
"scale(x)Coordinate",-0.197114070437163,0.0608224277015362,-3.24081227741234,0.00145356878868721
"scale(x)Climatic_demands",0.167256239463536,0.0584999047396296,2.85908567215549,0.00482241371743713
"scale(x)subsistence",-0.0291196733585268,0.0609192725548558,-0.478004285627433,0.633307834209546
"scale(x)disease",-0.0246274533103107,0.0610331595310305,-0.403509395540789,0.687119078561692
"scale(x)modern",0.273889472676879,0.0543017838526345,5.04383932248279,1.23949938170291e-06
"scale(x)Hofstede_6D",-0.178328245415715,0.0616151787735427,-2.89422588662988,0.00433860725846412
"scale(x)new_gendist_weighted",-0.157047500797884,0.0683194163821304,-2.29872427363066,0.0228310112013343
"scale(x)religion_per",0.601303498316097,0.0833591999951076,7.2134029399441,2.13897094373568e-11
"scale(x)idealogy",-0.121976700765026,0.0575345185576453,-2.12006120539297,0.0355628126660511
"scale(x)demographics",-0.00252826019428522,0.0605221850767465,-0.0417741063228171,0.966731519756476
