"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.76177944667154e-16,0.0655128024921593,2.68921398513275e-15,0.999999999999998
"scale(x)Lexical",0.189199973977635,0.104033877914457,1.81863809915081,0.0708603185551752
"scale(x)personality_all",0.0622213700242821,0.0736297527210594,0.845057435680965,0.399356607762513
"scale(x)Coordinate",-0.205240468505764,0.0761302084911998,-2.6959136533757,0.00778022165796614
"scale(x)Climatic_demands",0.145740268212781,0.0732231532486304,1.99035771811025,0.0482763802235121
"scale(x)subsistence",-0.00357205840427738,0.0762514272447606,-0.0468457907392524,0.962695292514329
"scale(x)disease",-0.012139785382519,0.0763939772804671,-0.158910241548884,0.873942532581301
"scale(x)modern",0.245314282622645,0.0679684498361567,3.60923756851884,0.000411748341189789
"scale(x)Hofstede_6D",-0.096895666387745,0.0771224790511589,-1.25638682236173,0.210830187512442
"scale(x)new_gendist_weighted",-0.052023644910662,0.0855140383197382,-0.608363795382284,0.543819788627162
"scale(x)religion_per",0.299383980118335,0.104339032740169,2.86933827404628,0.00467639745132561
"scale(x)idealogy",-0.0770405323594281,0.0720147987963938,-1.06978751099817,0.286346535740292
"scale(x)demographics",-0.323490323064717,0.0757544008411772,-4.27025122597076,3.35853517043999e-05
