"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",5.64180633473976e-17,0.0622996448798023,9.05592053634457e-16,0.999999999999999
"scale(x)Lexical",-0.318202518595024,0.0989314058166731,-3.2163954001086,0.00157467894008295
"scale(x)personality_all",0.0964124635613075,0.0700184890985034,1.37695721233962,0.170473293932761
"scale(x)Coordinate",-0.0998969648326475,0.0723963068774946,-1.37986271871144,0.169578429231858
"scale(x)Climatic_demands",0.171532084241824,0.0696318318074544,2.46341478874408,0.014834471923422
"scale(x)subsistence",-0.198763508400002,0.0725115803051657,-2.74112779729119,0.00682868261357566
"scale(x)disease",-0.0621859025707312,0.0726471387954803,-0.85599933599312,0.393294444250674
"scale(x)modern",0.328890813747598,0.0646348519181423,5.08844383466874,1.01340371205282e-06
"scale(x)Hofstede_6D",-0.173949026191728,0.0733399102826082,-2.37181945712004,0.0189050021579928
"scale(x)new_gendist_weighted",0.160027249013205,0.0813198949960217,1.96787328637148,0.0508330301849483
"scale(x)religion_per",0.500874294120976,0.0992215939410098,5.04803716838857,1.21628792894407e-06
"scale(x)idealogy",-0.0686760141614778,0.0684827426157308,-1.00282219342224,0.317479997856951
"scale(x)demographics",0.0782830572209205,0.0720389311852805,1.08667710546094,0.278834576488925
