"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-6.30906953863645e-17,0.0715626704364703,-8.81614604395921e-16,0.999999999999999
"scale(x)Lexical",0.341795489724551,0.113641026428556,3.00767689685935,0.00306398126448962
"scale(x)personality_all",0.0179528730283028,0.080429191361896,0.223213397080206,0.823657750118798
"scale(x)Coordinate",-0.126093850053633,0.0831605550864282,-1.51626994219296,0.131449258929868
"scale(x)Climatic_demands",0.0422868389857502,0.0799850439137913,0.528684325426231,0.597766324238268
"scale(x)subsistence",0.225316629673671,0.0832929679489802,2.70510986967933,0.00757748649527204
"scale(x)disease",0.0855763189287907,0.0834486819596454,1.02549635199959,0.306696511067936
"scale(x)modern",0.0419483869124712,0.074245087840423,0.564998818543148,0.572875905623523
"scale(x)Hofstede_6D",-0.00219400992128956,0.0842444582071146,-0.0260433738667485,0.979255606858095
"scale(x)new_gendist_weighted",-0.217888443376414,0.0934109473136877,-2.33257931369342,0.020931499831556
"scale(x)religion_per",0.00059117635121026,0.113974361187471,0.00518692401563771,0.995867995198446
"scale(x)idealogy",0.0140573091070053,0.078665102342887,0.178698160789673,0.85840364523866
"scale(x)demographics",-0.197930252515718,0.0827500429730242,-2.39190513266853,0.0179363255797154
