"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-9.46013909794619e-18,0.0627481746958425,-1.50763574300003e-16,1
"scale(x)Lexical",0.0792833924672084,0.099643668066918,0.795669147927833,0.427418116213858
"scale(x)personality_all",0.0793430178893523,0.0705225911699575,1.12507235728389,0.262264567604875
"scale(x)Coordinate",-0.217797367422186,0.0729175281825021,-2.98690003420125,0.00326793469904077
"scale(x)Climatic_demands",0.123985999148651,0.0701331501178781,1.7678658229419,0.0790134678486453
"scale(x)subsistence",-0.0196161141307514,0.0730336315277338,-0.268590151145673,0.788595468014778
"scale(x)disease",-0.00549662770095824,0.0731701659790645,-0.0751211593879797,0.940213341607107
"scale(x)modern",0.302201364467751,0.0651001941892991,4.64209620618038,7.20622124095597e-06
"scale(x)Hofstede_6D",-0.122620193014956,0.0738679251136867,-1.65999238270517,0.0988994018181638
"scale(x)new_gendist_weighted",-0.0303243777922355,0.0819053621782719,-0.370236782864505,0.711701910203839
"scale(x)religion_per",0.416665080644124,0.0999359454170645,4.16932144790594,5.02103935313737e-05
"scale(x)idealogy",-0.100888596048617,0.0689757879935435,-1.46266681372399,0.145544899412356
"scale(x)demographics",-0.311554751657698,0.072557579543784,-4.293896704061,3.05357448301926e-05
