"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.41786191209559e-17,0.0707061162763184,2.00528891525396e-16,1
"scale(x)Lexical",0.400109755718267,0.117180508768083,3.41447361787908,0.000815772373572067
"scale(x)personality_all",0.0199793172069026,0.0813122095874174,0.245711158364516,0.806230886075413
"scale(x)Coordinate",-0.113456695171228,0.0856864228167071,-1.32409186241704,0.187421813525829
"scale(x)Climatic_demands",0.0522734754405764,0.0807259493089087,0.647542405980819,0.518238896657073
"scale(x)subsistence",0.230315168883043,0.0827850443316952,2.7820866769152,0.00607226548712456
"scale(x)disease",0.0465265200094867,0.0839581705602542,0.554163099303075,0.580265867377422
"scale(x)urban",0.113537264884264,0.0857528911495177,1.32400509606494,0.187450561262092
"scale(x)wealth",-0.0191894476398411,0.0891521012321796,-0.215243918815395,0.829860109321015
"scale(x)edu",0.0448065937886543,0.0795173443067055,0.563482019920476,0.573920979135402
"scale(x)Hofstede_6D",0.0186343180660435,0.0875071882406986,0.212946141233423,0.831648784352873
"scale(x)new_gendist_weighted",-0.206738888210948,0.095862453961469,-2.15662002867196,0.0325769959368432
"scale(x)religion_per",-0.0895249661087012,0.132632591268402,-0.674984671961464,0.500691121664725
"scale(x)idealogy",0.00923561913770686,0.0792708064438825,0.116507192900137,0.90740140359424
"scale(x)demographics",-0.159139555675561,0.0850857628436858,-1.87034293819428,0.0633217862871379
"scale(x)check_size",-0.174502423920687,0.0757126993816944,-2.3047972842833,0.0225049550255594
