"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.84267386085657e-16,0.060734231682831,3.03399550763969e-15,0.999999999999998
"scale(x)Lexical",0.135924150842825,0.100654208476395,1.35040703116454,0.178853857664812
"scale(x)personality_all",0.0700266623349024,0.0698445175015101,1.00260786157465,0.317612736921581
"scale(x)Coordinate",-0.1602727262085,0.0736018230033364,-2.17756462637121,0.0309506383990121
"scale(x)Climatic_demands",0.165105294824709,0.0693409391767971,2.38106516561224,0.0184768200922551
"scale(x)subsistence",0.0125563768277802,0.0711096341745843,0.176577716557401,0.860070607203432
"scale(x)disease",-0.0428479431668332,0.0721173110759724,-0.594142273575547,0.553283135956124
"scale(x)urban",0.376111042608092,0.0736589171182036,5.1061169145961,9.52631559947636e-07
"scale(x)wealth",0.0651761607427717,0.0765787269390712,0.851100081549125,0.396026694653393
"scale(x)edu",0.0509840459672486,0.0683027871740767,0.746441661850644,0.456531322315922
"scale(x)Hofstede_6D",-0.105686469164315,0.0751658007032094,-1.4060446130497,0.161712386710251
"scale(x)new_gendist_weighted",-0.0625001478046724,0.0823426995456487,-0.759024760537805,0.448990464351469
"scale(x)religion_per",0.25880635185298,0.113927039851959,2.27168503797942,0.0244813949462474
"scale(x)idealogy",-0.0762605796242669,0.0680910192469463,-1.1199799983562,0.264454717588934
"scale(x)demographics",-0.255209690034342,0.0730858758139658,-3.49191532826339,0.000624983779069144
"scale(x)check_size",-0.0648458477590706,0.0650347221393137,-0.997095791693575,0.320272068219837
