"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-2.03764912376463e-16,0.0688067754805953,-2.96140766593442e-15,0.999999999999998
"scale(x)Lexical",0.260033190862979,0.114032751084758,2.28033778356975,0.0239507834769377
"scale(x)personality_all",-0.00893794336222672,0.0791279629480429,-0.112955559946558,0.91021194993791
"scale(x)Coordinate",-0.135733586329497,0.0833846740138265,-1.62780016753426,0.105598288197139
"scale(x)Climatic_demands",0.148103615208927,0.078557451067587,1.88529048735945,0.0612620523158754
"scale(x)subsistence",-0.084733681900088,0.0805612337159282,-1.05179225778583,0.294531858602083
"scale(x)disease",-0.102135099839203,0.0817028468785492,-1.25008006135975,0.213154372069021
"scale(x)urban",0.23707011689764,0.0834493568431647,2.84088608787233,0.00510373529354499
"scale(x)wealth",0.1261121198494,0.0867572557532824,1.45362043502198,0.148073298455826
"scale(x)edu",-0.0296775289929947,0.0773813121787484,-0.383523206797535,0.70185739978952
"scale(x)Hofstede_6D",-0.0939114177589118,0.0851565291846269,-1.10280936362852,0.271819279020061
"scale(x)new_gendist_weighted",0.00986299497294183,0.0932873518461782,0.105727033491153,0.915935634217492
"scale(x)religion_per",0.149900281354802,0.129069752511228,1.16138970160156,0.247268835806877
"scale(x)idealogy",-0.069870122420163,0.0771413969314106,-0.905740953619069,0.366478762455845
"scale(x)demographics",-0.288632486368045,0.082800149250193,-3.48589331035985,0.000638166731166983
"scale(x)check_size",-0.0710452680166451,0.0736788694068166,-0.964255675862368,0.336419739811077
