"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-2.97734034202209e-16,0.0568447180365747,-5.23767281263744e-15,0.999999999999996
"scale(x)Lexical",-0.354408598594381,0.0942081580930368,-3.76197354632896,0.000238580974306079
"scale(x)personality_all",0.0591052104794397,0.0653715671337999,0.904142474639861,0.367322960355682
"scale(x)Coordinate",-0.197543552123996,0.0688882490100764,-2.86759432795427,0.00471222957378481
"scale(x)Climatic_demands",0.0658562706246162,0.064900238739837,1.01473079149387,0.311815515311518
"scale(x)subsistence",-0.0676308379755089,0.066555663788547,-1.01615451076227,0.311139338967367
"scale(x)disease",-0.0689209438621398,0.0674988075106988,-1.02106905890472,0.308812749486785
"scale(x)urban",0.0763061797692041,0.0689416867299791,1.1068220606216,0.270085646210494
"scale(x)wealth",-0.12989779625379,0.071674507437326,-1.81232910972393,0.0718706891077005
"scale(x)edu",0.146049581844207,0.0639285715887331,2.28457445887853,0.0236946705698988
"scale(x)Hofstede_6D",-0.00575805751859844,0.0703520671716208,-0.0818463159661238,0.934874518396765
"scale(x)new_gendist_weighted",-0.116162012407969,0.0770693463693884,-1.50724013995411,0.133784537829786
"scale(x)religion_per",0.687009813720593,0.106630976924945,6.44287273297856,1.40344350478409e-09
"scale(x)idealogy",-0.0457526199833552,0.0637303656054948,-0.717909265836857,0.473893881114863
"scale(x)demographics",-0.0301137346131914,0.06840534387258,-0.440224884612595,0.660387515401009
"scale(x)check_size",0.24273169877304,0.0608697984672348,3.98771977048189,0.000102523120328755
