"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.0141574415135e-16,0.0540260136364638,1.8771650418957e-15,0.999999999999998
"scale(x)Lexical",-0.165799353734214,0.0895367487006579,-1.85174641854061,0.0659646850020888
"scale(x)personality_all",0.287588586034455,0.0621300500626161,4.62881626112672,7.72457652427682e-06
"scale(x)Coordinate",-0.128051893340572,0.0654723536145587,-1.95581625329104,0.0522847602830041
"scale(x)Climatic_demands",0.0863836382482349,0.0616820929767334,1.40046542001775,0.163372636937496
"scale(x)subsistence",-0.00685507503461778,0.0632554320545735,-0.108371325781216,0.913841306897778
"scale(x)disease",0.0102299469984435,0.0641518090154256,0.159464669125444,0.873510396733008
"scale(x)urban",0.250368181709719,0.0655231415696034,3.82106498119843,0.000191916244199363
"scale(x)wealth",-0.0346102043690958,0.068120452523035,-0.508073612068157,0.612124008084216
"scale(x)edu",0.130785706494196,0.0607586069507868,2.15254616683575,0.0329017783245948
"scale(x)Hofstede_6D",-0.113257722099717,0.0668635868317947,-1.69386249625873,0.092299945787381
"scale(x)new_gendist_weighted",-0.190531549518446,0.0732477827619255,-2.60119204068912,0.010189707485022
"scale(x)religion_per",0.468477559054651,0.101343569154656,4.62266686443347,7.92853850462116e-06
"scale(x)idealogy",-0.0796081209335111,0.0605702292171446,-1.31431103963823,0.190683166611424
"scale(x)demographics",0.118587012655561,0.0650133938299977,1.8240397196561,0.070072042435914
"scale(x)check_size",0.111647400524031,0.057851506272293,1.92989617242693,0.055445887221235
