"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",7.09753548129223e-17,0.0508004940111223,1.39713906713944e-15,0.999999999999999
"scale(x)Lexical",-0.0470930736759537,0.0841911286801513,-0.559359096548806,0.576724021871642
"scale(x)personality_all",0.187688144003178,0.0584206944705322,3.21269963844488,0.00159950995550306
"scale(x)Coordinate",-0.126576815413461,0.0615634521930679,-2.05603829714594,0.041456084073111
"scale(x)Climatic_demands",0.187707648319946,0.057999481804135,3.2363676791775,0.00148036426495249
"scale(x)subsistence",-0.00526567053749825,0.0594788876869955,-0.0885300775160518,0.929569660460355
"scale(x)disease",-0.0272266606413428,0.0603217481789408,-0.451357287600097,0.652362931603124
"scale(x)urban",0.326010820691597,0.061611207950571,5.29142069334442,4.07817509940999e-07
"scale(x)wealth",-0.0770863484170473,0.0640534514302152,-1.20346908239646,0.230629683766074
"scale(x)edu",0.122085492147084,0.0571311307418833,2.13693463724116,0.0341724297982573
"scale(x)Hofstede_6D",-0.124872024067551,0.0628716244967999,-1.98614279600659,0.048780738702834
"scale(x)new_gendist_weighted",-0.23019460510305,0.0688746642416303,-3.34222471554224,0.00104179855297773
"scale(x)religion_per",0.418741297895182,0.0952930455419001,4.39424824250225,2.05241172245405e-05
"scale(x)idealogy",-0.0833147805255938,0.056953999739879,-1.46284336317221,0.145535019032989
"scale(x)demographics",0.0626525772666891,0.0611318937230348,1.02487545291078,0.307018770638136
"scale(x)check_size",0.0557722585975273,0.0543975929391259,1.02527070747302,0.306832884737239
