"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",3.06037585795972e-16,0.0472910030936484,6.47137015025751e-15,0.999999999999995
"scale(x)Lexical",0.0908441084955093,0.0783748860001062,1.15909716915424,0.248199136707747
"scale(x)personality_all",0.145578582005042,0.0543847711861649,2.67682622965739,0.0082322703849337
"scale(x)Coordinate",-0.121675442758152,0.0573104152782574,-2.12309476676072,0.035334073654002
"scale(x)Climatic_demands",0.198442598598551,0.0539926574892919,3.67536268497077,0.000326769642901104
"scale(x)subsistence",-0.0449939765774468,0.0553698603993226,-0.812607730143333,0.417689337104567
"scale(x)disease",-0.0135328520973083,0.0561544928897739,-0.240993220682663,0.80987885723056
"scale(x)urban",0.444851379567837,0.057354871886796,7.75612192885481,1.09153474918413e-12
"scale(x)wealth",-0.0723749093524692,0.0596283959183933,-1.21376582813867,0.226683386360843
"scale(x)edu",0.12340367623679,0.0531842954138694,2.32030292544985,0.0216285864109441
"scale(x)Hofstede_6D",-0.0865600724615559,0.0585282140746485,-1.47894607464282,0.141184131838117
"scale(x)new_gendist_weighted",-0.13869595753758,0.0641165410519789,-2.16318527577993,0.0320594257762308
"scale(x)religion_per",0.317496207918357,0.0887098403125473,3.57904158997172,0.000460711496136335
"scale(x)idealogy",-0.0782122829321178,0.0530194012937073,-1.47516345005202,0.142197000239722
"scale(x)demographics",0.0346554969942848,0.0569086705051268,0.608966905863015,0.543437866842367
"scale(x)check_size",0.0172486694454963,0.0506396007764807,0.340616220922251,0.733853733655233
