"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-1.78507728999071e-17,0.0716821431149846,-2.4902677464976e-16,1
"scale(x)Lexical",0.272897859682871,0.0934312780945984,2.92084048563014,0.0040022046541248
"scale(x)personality_all",-0.172123598943531,0.0813893259610644,-2.11481784510505,0.0360144142117922
"scale(x)Coordinate",-0.115122936478907,0.0837015539679168,-1.3753978393643,0.170955034583521
"scale(x)Climatic_demands",-0.0672692093019752,0.0801008925814298,-0.839805988848251,0.402286125495019
"scale(x)subsistence",0.0582604559277797,0.0834732587192364,0.697953534122103,0.486232137589254
"scale(x)disease",0.0563281392088185,0.0827184104444325,0.680962543963026,0.496891962062973
"scale(x)modern",-0.0901918008839837,0.0781121026580167,-1.15464566712348,0.249978911070089
"scale(x)Hofstede_6D",-0.141655137852568,0.0868868893497692,-1.63033961639857,0.10502162941631
"scale(x)new_gendist_weighted",-0.201836458176483,0.092912552633683,-2.17232712324935,0.031321569334678
"scale(x)religion_per",-0.02916421078835,0.0982624795964994,-0.296799051968855,0.767009737911691
"scale(x)idealogy",-0.0185721413937622,0.0783539514043937,-0.237028778522085,0.812941509509
"scale(x)demographics",0.0320684439960533,0.0827084289585309,0.387728849403392,0.698738546601074
