"","F1","F2","F3","F4","F5"
"Valence.Evaluation",0.285361488220733,0.755241259686471,-0.040831030676479,0.160234244499938,0.111049011146927
"Equality",-0.093635446625538,0.0544443001570256,-0.160499715784692,-0.0991408477822886,0.844678275925921
"Activity.Intensity",0.907451596465391,-0.0743548910780493,0.0720019109301629,-0.0139754979778047,0.0455038743747309
"Socioemotional",-0.313374879837083,-0.175545435934555,0.550245456619231,0.269158133284535,-0.0719529284515412
"Formality.and.Regulation",-0.220755469338012,-0.0908598294568165,0.72269924521393,0.140785530947433,-0.159658489352818
"Intimacy",0.599385470182737,0.100226478238847,-0.477392040115729,-0.0886630589442759,-0.00574283501188092
"Visibility",-0.400633995866157,0.114476577604634,0.567806631580971,-0.234274638810603,0.0154336509456347
"Communal.Sharing",0.487551733046986,0.21048866239361,-0.241319698296308,-0.256533374913386,0.255106485017094
"Expected.Reciprocity",0.190046608943695,0.178359179049383,0.0549120988231505,0.107048361420451,0.827356860423437
"Strategic",-0.157226475725102,-0.420439305646944,0.469080619526673,0.362064009514695,0.0905598715672986
"Concreteness",-0.181874942510479,-0.0116881867608499,0.16348316602671,0.678353066549603,0.0650058014490859
"Uniqueness",0.76678288163686,-0.0984573517080263,-0.262635306608132,-0.0814905277292958,0.0766068663617578
"Love.Expression",0.57447873977095,0.159722089215235,-0.375704429423377,-0.215871762622688,0.0591281548538119
"Information.Exchange",0.489867711775232,0.417618032289821,0.380206652006509,0.103164919610349,0.0450968066440621
"Money.Exchange",0.0309976143496509,0.0353603616739965,0.0896389075082899,0.893170154056637,-0.0429495500737577
"Goods.Exchange",-0.124656314342057,0.0721364017099729,-0.223816482358447,0.901953260601647,0.0103494896288157
"Service.Exchange",-0.0074849922122112,0.373068662991112,0.151542282552223,0.639440128478217,-0.403614317866745
"Attachment",0.782628418714185,0.16170513621136,-0.181507041694666,-0.0450722877449154,0.0555102809330737
"Mating",0.47487629090023,-0.147046908007077,-0.408136643549989,0.0660914502390665,0.0325361595050607
"Conflict",0.0396743791625826,-0.938030801313678,0.100108767425926,-0.11042226206776,0.100681080675948
"Negotiation",0.217074557894059,-0.285155383184223,0.195395651936149,0.596133522772172,0.467026696660922
"Coercion",0.326079888195034,-0.697427378894302,0.166270415608297,0.0670220877941775,-0.331607626536528
"Importance.for.society",0.155380131555022,-0.105320116964461,0.673108969825138,-0.144561427801328,-0.222074365017238
"Importance.for.individuals",0.686179638285886,0.237447498844613,0.0311247594656175,-0.208381761563833,0.015066419777591
"Affiliation.Coalition",0.540407123236764,0.44865516779221,0.159109631026776,-0.0626095758694401,0.221143168260025
"Occupational",-0.106067491372023,0.089404355604655,0.669311155379387,0.309871042059812,-0.143916141280445
"Activeness",0.0802947263970834,0.255709126633066,0.209299579655226,0.119963293273741,0.0501843394243797
"Endurance",0.633044757776165,0.142390893132466,-0.0170191477345738,-0.164620276623068,0.10971809340718
"Synchronicity",-0.168058314804811,-0.227301804547394,0.0225911988587188,0.0111122891684508,-0.136956240189318
"Spatial.Distance",0.744915173391673,0.104817896542379,0.0577213885681994,0.116843992179803,-0.0911911425536693
"Morality",0.174370961588566,0.608891943327289,0.420802886850919,-0.253067264156287,0.14608920480168
"Trust",0.378614208468322,0.748122926044335,0.0421160063592028,-0.0303281755636501,0.000534992850941486
"Generation.Gap",0.121668472651837,0.180082046586255,0.0195062949202263,0.0047941015387534,-0.714150234636047
