"","F1","F2","F3","F4","F5"
"Valence.Evaluation",0.302130574400779,0.437867568697323,0.476991194549977,-0.401020871915723,-0.0885716368830717
"Equality",-0.154426366740389,0.564152948295921,0.196438336174391,-0.288795660176422,0.147410809561725
"Activity.Intensity",0.118936927823213,0.705857913922618,0.292958676673906,-0.120062893212268,0.186408088139402
"Socioemotional",-0.0868530982975752,0.808871725752595,-0.27434661271231,-0.123684349432216,0.162916675239781
"Formality.and.Regulation",-0.212700312444468,-0.294650612624583,0.76477354804799,-0.0215738625374069,0.207515745166459
"Intimacy",-0.066959227414382,0.715392176806995,-0.024224512741026,0.0103045028149652,-0.133588432143133
"Visibility",0.188164719077137,-0.205230334291533,0.464980250834962,-0.086379562572182,0.324939606197804
"Communal.Sharing",0.170472451109234,0.725713475113741,-0.0900004156964906,-0.070491693447497,0.185228620738113
"Expected.Reciprocity",0.0795770037967808,0.0907739541313419,0.82228288880459,-0.103757718121246,-0.0710171718954951
"Strategic",-0.222541295845936,-0.122844229339874,0.765550558385737,0.132879757681633,0.183886508731886
"Concreteness",0.00955827070804505,-0.0116309963643345,0.776436654283647,0.0585624373283706,0.0634158991835108
"Uniqueness",0.352900434832822,0.466996041570858,-0.0426098623557876,0.250120167564868,-0.0238241700735397
"Love.Expression",0.118879438994468,0.778798829817688,-0.0187790449732221,0.0783798487647707,-0.0790292525313799
"Information.Exchange",0.362729377944225,0.400897961465068,0.349119264197828,0.0436317067381308,-0.0108764056408899
"Money.Exchange",0.114290630506933,0.229751329461024,0.520052275890545,0.450897284487587,-0.203620843429605
"Goods.Exchange",0.0063650934586159,0.179200800455074,0.469535282846738,0.429458413576773,-0.193067940717558
"Service.Exchange",0.159975100232658,0.0538622267721289,0.687838154416463,0.118543105064776,-0.300871542322714
"Attachment",0.406425213162819,0.623499709755445,-0.125919818293548,0.0336118224978431,-0.190062678472437
"Mating",-0.0257312715275464,0.609525549854774,0.197869186625904,0.254545128610433,-0.168432297026912
"Conflict",-0.139337621170639,-0.0717451759078162,-0.0278915044289545,0.829923126746093,0.113827331932549
"Negotiation",0.282227012763939,0.100873980187841,0.394836801131508,0.377615972947724,-0.0146769858632654
"Coercion",-0.00535071476889629,-0.0338916615862119,0.0731580162811717,0.686875714753018,-0.0347896802585619
"Importance.for.society",0.419344635917654,0.162857117383263,0.0904093200652593,0.0564246488447402,0.593857875987057
"Importance.for.individuals",0.608770977950412,0.178585184535841,-0.0602958232934327,0.022667254335761,0.532993187190969
"Affiliation.Coalition",0.774618147057583,0.17304660495592,0.0305984684298367,0.0453367011708303,0.264934133800019
"Occupational",0.61109976155612,-0.46386735006364,0.375284542423321,-0.0260695757883384,0.188590730900708
"Activeness",0.842105814396791,-0.0360657922602746,0.0790091559708703,-0.164884741423433,0.0201531950372965
"Endurance",0.71897138212641,0.238738979298831,-0.181336396210307,0.0745378396266115,0.0291061542212483
"Synchronicity",0.818098750130095,-0.00784357320720478,0.0544714056075385,0.0518482766713722,0.0546036638700073
"Spatial.Distance",0.89641752540123,-0.045530721286934,-0.146322208476727,-0.0461557741014337,-0.121690228392494
"Morality",0.273545918674075,-0.223905132307754,-0.241286109336961,-0.0425845826294256,-0.368285612124203
"Trust",0.732177437153014,0.18510860854198,0.0945297548434066,-0.269862806703095,-0.0504015286460595
"Generation.Gap",0.48287272076164,-0.123104780079101,-0.04231584759428,-0.094476226503237,-0.053616014949625
