"","F1","F2","F3","F4","F5"
"Valence.Evaluation",0.168154829744782,0.357363903169792,0.21892551149875,0.595162305199103,0.161558832012648
"Equality",0.155974081000151,0.0495645842754787,-0.0502665585596692,0.0506171304615824,0.815938978932229
"Activity.Intensity",0.441170988070216,0.64436987840498,0.0644785262360345,0.0188179796023204,0.117164302241022
"Socioemotional",0.811707503671394,0.125812378004415,-0.0980974412354721,0.113023487598456,0.142799781231404
"Formality.and.Regulation",-0.909219665664048,0.168413922717112,0.0576298149820222,0.00473983000349438,-0.136736362079273
"Intimacy",0.863525340086188,0.170552448363473,0.108677847964014,0.0503754669133459,0.00835201470989931
"Visibility",-0.828399276814298,0.0704672768701541,-0.113675430483197,0.101111812829964,0.0691437797867063
"Communal.Sharing",0.626974439396564,0.361137813770333,-0.0410549028351396,0.20841093266576,0.155079121974797
"Expected.Reciprocity",-0.284377018585362,0.327426769532424,0.311046673637571,0.138645354952859,0.594374197211326
"Strategic",-0.785967054453061,-0.0534432488660134,0.141868079733959,-0.231590094903555,0.11753640901931
"Concreteness",-0.42465510836097,0.114594112610713,0.549743716084713,-0.014381479545548,0.166312479346996
"Uniqueness",0.60460016706038,0.444310636665671,-0.0994642458709872,-0.178981981024549,-0.0204605283388808
"Love.Expression",0.755662750841259,0.320950924066148,-0.0839414449432558,0.0994828531728605,-0.0107950355445411
"Information.Exchange",-0.16113326818689,0.808393582604541,0.0167732717554952,0.178679005725391,-0.0154969386495301
"Money.Exchange",-0.0696867557557729,0.0291040517082491,0.839569137918821,-0.0296269038145206,-0.0713342830699354
"Goods.Exchange",0.190658047401404,-0.193573575255548,0.837631181471991,0.0573868041179266,0.0809461134213228
"Service.Exchange",-0.336184879450936,0.180691284223991,0.584343196988934,0.254661496991192,-0.28752913231776
"Attachment",0.266396995684141,0.670310157503507,0.176378468875149,-0.0525613366139392,-0.341508758697493
"Mating",0.69916788685191,0.150999129551943,0.126879485044273,-0.109160294554816,0.0740452948135595
"Conflict",-0.0707003392451638,0.0749436283374969,-0.0797658421648715,-0.958004777199496,0.0689260698281744
"Negotiation",-0.299051656090998,0.726090999454088,0.196689744215498,0.016199955081945,0.00791416041254148
"Coercion",0.0108781361388596,0.248006958434206,0.148248589418169,-0.582324560195757,-0.442573626630409
"Importance.for.society",-0.331128212921784,0.623664896159944,-0.0321823978635641,-0.17049356818922,-0.133920855577003
"Importance.for.individuals",0.349321541919398,0.743213740975874,-0.00657198025918346,-0.0647315127842415,0.0757817581101633
"Affiliation.Coalition",0.15949107848356,0.677046380511558,-0.0225135718660021,0.266567774613916,0.143477403668074
"Occupational",-0.79707724130722,0.258165230015688,0.258803620233177,-0.00712576476023732,-0.111350833605094
"Activeness",0.213832550426779,0.679253771535391,0.128689276244054,-0.046349110667092,0.21195962084977
"Endurance",0.408410530434812,0.608494417486738,-0.202577469016298,-0.0563192196024722,-0.0410408027281009
"Synchronicity",0.103317578652052,0.650983219150549,0.139329066941538,-0.125635125119917,0.176864476046823
"Spatial.Distance",0.217958914045727,0.440832757560377,0.279675149443604,0.024892989932556,-0.0333817596916253
"Morality",-0.144752343908668,0.618511106602999,-0.279493754192279,0.471835424731732,0.089785958632677
"Trust",0.152074602093807,0.674565904342263,-0.0124125491649884,0.42534722783351,0.035481579944259
"Generation.Gap",-0.0478453794632662,0.0793845730172005,0.0589574461639972,0.27119451197553,-0.651802167798071
