"","F1","F2","F3","F4","F5"
"Valence.Evaluation",0.223857278955216,0.181132037831682,0.648507339874026,0.225296003133638,0.080095234929631
"Equality",0.19442869898055,-0.0332802069224184,0.0421330841316679,-0.0816008564379757,0.730733658209294
"Activity.Intensity",0.443142654135944,0.549684343783381,-0.0807010406452904,0.122712076676138,0.145501222222467
"Socioemotional",0.820529517977605,0.0734393064341622,0.0459622320912867,-0.0288006514390332,0.188731134024996
"Formality.and.Regulation",-0.835623503441945,0.15155508207907,-0.0305625553597612,0.100806705766497,-0.185066501997098
"Intimacy",0.770279602162293,0.179047074553055,0.00498882487679411,0.189143569925028,0.033227324355056
"Visibility",-0.379207103097557,0.258298116800768,0.0629588570881076,-0.190661882981382,0.200371519857572
"Communal.Sharing",0.632317709678338,0.319456787977576,0.146179988270042,-0.022790940916267,0.184621369762163
"Expected.Reciprocity",0.021861266299515,0.264614076474336,0.227666585603598,0.0946237781139158,0.718792976143508
"Strategic",-0.739642691946442,0.0524737198670549,-0.177232569728249,0.224141099238764,-0.03102891049759
"Concreteness",-0.344325661365266,0.0233175268620939,0.278004796848234,0.508837853252153,0.0993197269101633
"Uniqueness",0.45709978797777,0.473134275812873,-0.143192178346949,-0.0972324011069447,-0.219212400813921
"Love.Expression",0.796326676435927,0.216598107031823,0.150155485446595,-0.0580110722627801,-0.0384259661705636
"Information.Exchange",0.0971348002357189,0.57277052640789,0.29360246130128,0.106936859037891,-0.0105595927694856
"Money.Exchange",-0.184640098808083,-0.0602521823295429,-0.0194207581842661,0.711013525437894,-0.0333189936611663
"Goods.Exchange",0.337244698583347,-0.122435655417669,0.0611241653946282,0.781998243832261,0.0327634149634838
"Service.Exchange",-0.188708184663281,0.159948802792299,0.26897528430433,0.694331004307994,-0.282136034283999
"Attachment",0.676317191759412,0.37494859019005,0.14610034986038,0.0277409811340043,-0.0129241472931768
"Mating",0.672223390871555,-0.029688911145919,-0.15336923538676,0.315241233717668,-0.0337305095897707
"Conflict",0.0128050363266734,0.104488113369144,-0.922038261544948,-0.10900421438347,-0.0318481704476541
"Negotiation",-0.0409103739315663,0.176515155424166,-0.37048613177908,0.618102782463983,0.193635329424287
"Coercion",-0.0204150432182856,0.0686432355785692,-0.794748735460775,0.130937717393239,-0.0607736646697621
"Importance.for.society",-0.141959986397836,0.537915679006585,0.124216552894838,-0.124219852875049,-0.162319836718427
"Importance.for.individuals",0.14902214321537,0.743085770637854,0.0865327975037876,-0.100353892272655,-0.0366460108085854
"Affiliation.Coalition",0.124163249565535,0.578062267898981,0.289873373966372,-0.0933340248091542,0.180170336646039
"Occupational",-0.799046311438614,0.393423958685965,0.114640050705966,0.0734194428015612,-0.118243118573168
"Activeness",-0.0188822934300016,0.855170396248033,-0.108300474300372,0.0886215393885756,0.0477411533954754
"Endurance",0.427477517025391,0.592130551087727,0.028757382664771,-0.147475705411715,0.0071722658106845
"Synchronicity",-0.0954320890664186,0.874777686449152,-0.0609372062704134,0.0773782135225669,0.0866299571112245
"Spatial.Distance",-0.0626907209283591,0.674100524430996,0.00398244159073621,0.187461289660954,0.0344516948459076
"Morality",-0.00616400729313836,0.516489551474089,0.415043178806513,-0.203225711849652,0.0527406196538398
"Trust",0.0972547872053308,0.555466638125681,0.511205664734963,-0.0145204668427277,0.0473803315767506
"Generation.Gap",0.124671521648462,0.181491117907868,0.224761772213069,0.0618757549104847,-0.59464730127694
