"","V1","V2","V3","V4"
"Valence.Evaluation",-0.186238997783604,0.948227573763078,0.0929391307088321,-0.110234025059219
"Equality",-0.494806533009639,0.467378664640866,-0.593792388595654,0.0316517383091482
"Activity.Intensity",-0.887547988155604,0.368401286039486,0.0977172167587358,0.0659303400389427
"Socioemotional",-0.934126173328416,0.21809046158051,-0.0771435452452983,0.157301035502803
"Formality.and.Regulation",0.735005466505262,0.0982745596523134,0.143332477429282,-0.592153014834948
"Intimacy",-0.892984081707503,0.433516828943836,0.0402323280302206,0.106160835070154
"Visibility",0.495136411322608,0.352104225674741,0.198093523900956,-0.673181515801745
"Communal.Sharing",-0.934127205463757,0.238906776824535,0.0636840190883029,-0.0727366323117966
"Expected.Reciprocity",0.904781906583472,0.149122059009288,0.0556122837453526,0.00435731681404314
"Strategic",0.928373861853791,-0.299197635335801,-0.0199275086626677,-0.00366807954548063
"Concreteness",0.893557399401462,-0.0532378637584042,0.0881942654901098,0.0736217631668997
"Uniqueness",-0.914216617787673,0.0874850718554379,0.141524193241145,0.221611596903611
"Love.Expression",-0.908467602007072,0.345980460936763,-0.0345945785122568,0.0665487666388627
"Information.Exchange",-0.0771512570127497,0.790828997110848,0.0379210810832895,-0.255074939569421
"Money.Exchange",0.919747407179475,-0.167088713787475,0.0288690712840668,0.240075951839487
"Goods.Exchange",0.841027314528595,-0.0538566541285937,0.011795806573105,0.492828838851586
"Service.Exchange",0.923825747976188,0.0021086250625893,-0.0606743207639113,-0.0993666017800552
"Attachment",-0.888683313451866,0.37459211498316,0.0793240566753489,0.152901114573456
"Mating",-0.857378063948464,0.0467340722130809,0.212977083210075,0.204281345567485
"Conflict",0.137470790823847,-0.884741314123597,-0.0899921283967554,0.0570761582400899
"Negotiation",0.454146836828525,0.532271380296227,-0.375188970324424,-0.293853620212059
"Coercion",0.156994609431014,-0.873908664600006,0.260282450327186,0.221965042944676
"Importance.for.society",0.1387068837937,0.548353789024338,0.340045308238485,-0.685133761616223
"Importance.for.individuals",-0.848995772223995,0.403176385967298,0.0943588968264639,-0.0948087223785652
"Affiliation.Coalition",-0.300304586981339,0.824151403563949,0.313335186387924,-0.00547451610203371
"Occupational",0.871457191093126,-0.000650834257959919,0.161556249508352,-0.402145289286442
"Activeness",-0.299065943097434,0.83985368187348,-0.176264626964181,0.227966588111085
"Endurance",-0.795741111747542,0.285992770165539,0.388012378630393,0.0714033868411082
"Synchronicity",-0.0574482922700103,0.186234730485846,-0.321868786020534,-0.721326930393235
"Spatial.Distance",-0.805056075954518,0.374622499225358,0.0941440808905499,-0.0748299957606409
"Morality",-0.202420946519114,0.784006000934595,0.0845962325072727,-0.56696946545608
"Trust",-0.442190031761142,0.828214652962123,0.130795160282888,-0.32688914791068
"Generation.Gap",-0.374491060189194,0.367262552496137,0.786119946102564,-0.0290084999622838
